"","r","$\rho$","h","r","$\rho$","h","r","$\rho$","h","Avg"
"LiMixed_tok.stanfordcorenlpv4_2_0_notlc_sw.biosses2017stopwords_cf.blagec2019_ner.none",0.787409736814404,0.799345032672648,0.79333249712448,0.753931047506219,0.691499919501242,0.721367219272183,0.788807593829461,0.789023839452541,0.788915701822507,0.767871806073057
"BlockDistance_tok.whitespace_lc_sw.nltk2018stopwords_cf.default_ner.none",0.788173852366931,0.80844346610847,0.798179994329561,0.730264223844795,0.683210938054088,0.705954400684453,0.796510715490965,0.80192805127824,0.799210203324771,0.767781532779595
"LiMixed_tok.stanfordcorenlpv4_2_0_notlc_sw.biosses2017stopwords_cf.biosses_ner.none",0.787234161199966,0.799272564230621,0.793207689052143,0.753922975909472,0.691494894081901,0.72136079011607,0.788265033744283,0.788657315826078,0.78846112599228,0.767676535053498
"LiMixed_tok.whitespace_lc_sw.nonestopwords_cf.biosses_ner.none",0.784952302246333,0.808847414222219,0.796720733978436,0.757081988625044,0.702405073368804,0.728719347521857,0.781404207134179,0.772530043579444,0.776941786196303,0.767460622565532
"LiMixed_tok.whitespace_lc_sw.nonestopwords_cf.default_ner.none",0.783029961632084,0.804931615353986,0.793829751326045,0.757092158370919,0.702756001455112,0.72891287271023,0.782110201440494,0.773447773584512,0.77775486830333,0.766832497446535
"BlockDistance_tok.stanfordcorenlpv4_2_0_lc_sw.biosses2017stopwords_cf.none_ner.none",0.780766039923167,0.803127676463033,0.791789005812108,0.736411296990374,0.681947705348648,0.708133826975028,0.792502292963965,0.807369240573818,0.799866690556645,0.76659650778126
"LiMixed_tok.biocnlptokenizer_lc_sw.nonestopwords_cf.biosses_ner.none",0.785417659188509,0.808570296148467,0.796825831919205,0.753757629953785,0.697911366728366,0.724760284755413,0.781404207134179,0.772530043579444,0.776941786196303,0.76617596762364
"BlockDistance_tok.whitespace_lc_sw.biosses2017stopwords_cf.default_ner.none",0.78310367124333,0.804366456287243,0.793592665486421,0.732042021409811,0.684038834313042,0.707226806957601,0.794717935934843,0.799663962130642,0.79718327735284,0.766000916598954
"LiMixed_tok.biocnlptokenizer_lc_sw.nonestopwords_cf.default_ner.none",0.783284351822622,0.805407535524125,0.794191906486872,0.753926744679868,0.698494436540352,0.725152791114549,0.782110201440494,0.773447773584512,0.77775486830333,0.765699855301584
"BlockDistance_tok.biocnlptokenizer_lc_sw.nltk2018stopwords_cf.biosses_ner.none",0.799220755795458,0.816338353866508,0.807688870385589,0.714395464035581,0.667638212116475,0.690225887520788,0.79678253497807,0.801401528149675,0.799085356770145,0.765666704892174
"LiMixed_tok.whitespace_notlc_sw.nltk2018stopwords_cf.default_ner.none",0.784500060612374,0.800088622750609,0.792217664600528,0.747267908936069,0.685382092807954,0.714988367977312,0.789947423314412,0.785127316753349,0.787529994692676,0.764912009090172
"LiMixed_tok.whitespace_lc_sw.nltk2018stopwords_cf.blagec2019_ner.none",0.792137169918982,0.809696191121964,0.800820441038544,0.762462461570755,0.703027246232478,0.731539610083288,0.774948874522187,0.74917851080743,0.761845826477119,0.764735292532984
"LiMixed_tok.whitespace_notlc_sw.nltk2018stopwords_cf.biosses_ner.none",0.783480168144652,0.800692805210682,0.79199297577963,0.747200031942599,0.684839808942759,0.714662137893073,0.789836955495282,0.78419964310357,0.787008204460771,0.764554439377825
"LiMixed_tok.whitespace_notlc_sw.biosses2017stopwords_cf.default_ner.none",0.782040321994678,0.798028522642484,0.789953532627976,0.748268417892377,0.686178387033847,0.71587961895062,0.789308469304423,0.784609099059335,0.786951768541052,0.764261640039883
"BlockDistance_tok.biocnlptokenizer_lc_sw.biosses2017stopwords_cf.blagec2019_ner.none",0.794488099195976,0.813337038427493,0.803802083379631,0.715273671592218,0.668248655060594,0.690961988590589,0.796377749967286,0.798855282053954,0.797614592101975,0.764126221357398
"LiMixed_tok.whitespace_notlc_sw.biosses2017stopwords_cf.biosses_ner.none",0.781046933954635,0.798330474484265,0.789594135064654,0.748189806182202,0.685586946753716,0.715521665088172,0.789213616580377,0.783938614931771,0.786567271843249,0.763894357332025
"BlockDistance_tok.biocnlptokenizer_lc_sw.biosses2017stopwords_cf.biosses_ner.none",0.794412045139386,0.813015061764298,0.80360590557591,0.715252116833528,0.668247152374805,0.690951127972128,0.795035347745953,0.798751192823138,0.796888938617699,0.763815324055246
