
WordNet Id1;WordNet Id1;LeacockChodorow;AncSPLLeacockChodorow
12483427;5354744;0.587786664902119;0.5389965007326869
478647;12303462;1.0185695809945732;0.750305594399894
14901565;15038680;1.6376087894007967;1.6376087894007967
10000459;1409477;1.0986122886681098;1.0185695809945732
336430;11967744;0.6931471805599453;0.6390799592896695
208943;4255163;0.750305594399894;0.6931471805599453
11650307;10290919;0.8754687373538999;0.8754687373538999
13653154;1793249;0.6390799592896695;0.49247648509779407
13765086;10756061;1.0185695809945732;1.0185695809945732
10158010;8272961;0.9444616088408514;0.9444616088408514
4327324;4901754;0.8754687373538999;0.8754687373538999
1029114;1678657;0.5389965007326869;0.49247648509779407
3915320;13701615;0.9444616088408514;0.750305594399894
11174563;7200421;0.6931471805599453;0.587786664902119
4450994;10143299;1.0986122886681098;1.0986122886681098
811355;6721081;1.1856236656577395;0.8109302162163288
5831784;10230801;0.9444616088408514;0.9444616088408514
14766890;10101634;1.1856236656577395;1.0986122886681098
842597;4925218;1.0185695809945732;1.0185695809945732
3593222;2301072;0.9444616088408514;0.8109302162163288
14358709;2634717;0.9444616088408514;0.9444616088408514
809074;14284876;0.9444616088408514;0.8109302162163288
9297920;724433;0.9444616088408514;0.9444616088408514
6552320;6316376;1.0185695809945732;1.0185695809945732
2047614;2396667;0.8109302162163288;0.587786664902119
1622596;7463323;1.0185695809945732;1.0185695809945732
4138869;9466280;1.0986122886681098;1.0986122886681098
716777;5169601;0.8754687373538999;0.8754687373538999
5214599;7220045;1.2809338454620642;1.2809338454620642
11895472;5566366;0.6931471805599453;0.6390799592896695
3914919;3243218;2.1972245773362196;2.1972245773362196
4427559;2374149;0.8754687373538999;0.6931471805599453
4556408;1419740;0.8754687373538999;0.750305594399894
3651605;3824284;1.1856236656577395;1.1856236656577395
13488844;11236043;1.0185695809945732;0.9444616088408514
8099647;10347446;0.8109302162163288;0.6931471805599453
5910940;10722965;0.9444616088408514;0.8109302162163288
10346015;1611800;1.0986122886681098;1.0986122886681098
13380996;14136544;0.587786664902119;0.5389965007326869
4082344;5362912;0.6390799592896695;0.6390799592896695
11461684;12808933;0.8754687373538999;0.8754687373538999
6802785;5219097;1.0986122886681098;1.0986122886681098
7322138;12698774;0.750305594399894;0.6390799592896695
3056288;7698672;0.750305594399894;0.750305594399894
9980658;9703932;1.0185695809945732;1.0185695809945732
5796222;1931277;0.8754687373538999;0.8754687373538999
14357693;13505467;1.3862943611198906;1.0185695809945732
10042074;13801424;1.1856236656577395;1.1856236656577395
11830045;6763273;0.8754687373538999;0.750305594399894
14164341;11522815;0.9444616088408514;0.5389965007326869
8300190;7795751;0.8754687373538999;0.8754687373538999
4886646;12127460;0.750305594399894;0.6390799592896695
7874995;3868044;0.8754687373538999;0.8754687373538999
10481929;7702193;1.2809338454620642;1.2809338454620642
9567767;1411450;1.0185695809945732;0.6390799592896695
1798484;13438521;0.9444616088408514;0.8754687373538999
13722060;4130907;0.6390799592896695;0.6390799592896695
10760199;14749272;1.2809338454620642;0.9444616088408514
5890809;15000689;0.8109302162163288;0.8109302162163288
3901229;10792856;0.9444616088408514;0.9444616088408514
684988;629318;1.1856236656577395;1.1856236656577395
13238828;1316288;1.1856236656577395;0.8754687373538999
14326969;1837746;0.9444616088408514;0.9444616088408514
5291230;9516146;0.6390799592896695;0.587786664902119
9594298;5751533;1.0185695809945732;1.0185695809945732
10966842;4121342;1.0986122886681098;1.0986122886681098
4399700;2168699;0.9444616088408514;0.9444616088408514
5055689;3299006;0.8754687373538999;0.8754687373538999
12624249;4742535;1.1856236656577395;1.1856236656577395
15192649;8846739;0.587786664902119;0.587786664902119
14111133;15035505;0.750305594399894;0.750305594399894
3814528;2470238;1.0986122886681098;0.8754687373538999
10338231;7134850;1.0185695809945732;1.0185695809945732
11301809;3410022;1.0185695809945732;1.0185695809945732
7725255;1751036;0.6390799592896695;0.587786664902119
11621950;6254915;0.587786664902119;0.49247648509779407
5596442;6552116;0.8754687373538999;0.8109302162163288
1260867;12442220;0.8109302162163288;0.8109302162163288
13477462;3214051;1.5040773967762742;1.5040773967762742
2879517;636461;0.8109302162163288;0.750305594399894
12122442;8849372;0.750305594399894;0.750305594399894
2274822;721660;0.49247648509779407;0.4480247225269604
4699936;2264734;1.0986122886681098;1.0986122886681098
12183026;12482437;1.9740810260220096;1.9740810260220096
8771116;949134;0.750305594399894;0.750305594399894
2830157;1116206;0.8754687373538999;0.8109302162163288
7649096;11184273;0.9444616088408514;0.8754687373538999
14872226;2442336;0.750305594399894;0.6390799592896695
2058074;1741562;0.8109302162163288;0.587786664902119
5470013;10016103;1.5040773967762742;1.5040773967762742
11716041;7264484;0.8754687373538999;0.750305594399894
3905730;12623524;0.9444616088408514;0.9444616088408514
9292751;5476754;0.9444616088408514;0.9444616088408514
5579944;7924033;1.0185695809945732;1.0185695809945732
9118505;151087;0.8109302162163288;0.8109302162163288
14867545;4115144;0.9444616088408514;0.8109302162163288
13092722;12600888;0.9444616088408514;0.9444616088408514
6708167;10658501;0.9444616088408514;0.9444616088408514
784271;8878202;0.5389965007326869;0.5389965007326869
11521665;1565930;0.750305594399894;0.6931471805599453
4731925;10830456;1.0986122886681098;1.0185695809945732
14046751;11215205;1.0185695809945732;0.8754687373538999
14456054;14009763;1.791759469228055;1.791759469228055
11328289;14102454;0.750305594399894;0.750305594399894
2905036;13338066;0.750305594399894;0.6390799592896695
11200812;7640014;0.8754687373538999;0.8754687373538999
5593318;1964957;0.6390799592896695;0.49247648509779407
14831812;3854421;0.9444616088408514;0.8754687373538999
2616128;13903738;0.5389965007326869;0.40546510810816444
1568892;3214450;0.6390799592896695;0.587786664902119
2610541;3434188;0.9444616088408514;0.8109302162163288
786102;6529996;0.9444616088408514;0.8109302162163288
4519153;11635152;0.750305594399894;0.750305594399894
7122639;12188635;0.8109302162163288;0.6931471805599453
1842111;2848921;0.8754687373538999;0.750305594399894
3105467;1481331;0.8109302162163288;0.750305594399894
14704328;7663492;1.2809338454620642;1.2809338454620642
11800236;3376771;0.9444616088408514;0.9444616088408514
13371030;10494195;0.8754687373538999;0.8754687373538999
11594676;6493926;1.1856236656577395;1.0986122886681098
12949160;11140100;1.0986122886681098;1.0986122886681098
477827;3287733;0.6931471805599453;0.587786664902119
12016777;14730802;0.750305594399894;0.6931471805599453
8035601;14634477;1.0986122886681098;0.9444616088408514
4605057;11253455;0.8109302162163288;0.750305594399894
14197315;5108740;1.0986122886681098;0.9444616088408514
6023969;7633369;0.8109302162163288;0.8109302162163288
13800539;5385534;1.0185695809945732;1.0185695809945732
6927363;7984805;1.1856236656577395;1.1856236656577395
4180314;2436813;0.8754687373538999;0.750305594399894
7365524;6710152;1.1856236656577395;1.1856236656577395
9385137;10304160;1.1856236656577395;1.1856236656577395
14549382;6819698;0.8109302162163288;0.8109302162163288
6660009;14641397;0.8754687373538999;0.8754687373538999
7296190;4247736;0.8109302162163288;0.750305594399894
3689840;4581262;1.0185695809945732;0.6931471805599453
4436185;1820801;0.8109302162163288;0.8109302162163288
5338166;11279648;0.8754687373538999;0.8754687373538999
13764764;14259739;0.8109302162163288;0.750305594399894
2985963;768063;0.587786664902119;0.5389965007326869
8182105;13926451;1.3862943611198906;1.3862943611198906
12676134;7542675;0.8109302162163288;0.6931471805599453
9546905;4652438;1.0986122886681098;1.0986122886681098
2760298;2661473;0.587786664902119;0.49247648509779407
10029831;7143044;0.8109302162163288;0.6931471805599453
2122510;13562474;0.8109302162163288;0.750305594399894
10164605;7309781;1.0986122886681098;1.0986122886681098
10986437;1252124;1.0185695809945732;1.0185695809945732
1454702;2874876;1.0185695809945732;1.0185695809945732
2080022;940560;0.8754687373538999;0.8754687373538999
12625383;14296254;0.6931471805599453;0.49247648509779407
11316828;692726;0.587786664902119;0.587786664902119
4794236;12798284;0.9444616088408514;0.8109302162163288
11647131;9839774;0.8754687373538999;0.750305594399894
1736032;9158649;0.6390799592896695;0.6390799592896695
3849275;3811648;1.0986122886681098;1.0986122886681098
2689144;1364162;1.0986122886681098;1.0986122886681098
12012510;8554440;1.0185695809945732;1.0185695809945732
177448;2764505;0.6931471805599453;0.587786664902119
15294211;12035064;1.0185695809945732;0.9444616088408514
9866354;9964411;1.9740810260220096;1.9740810260220096
11811473;4755783;0.8754687373538999;0.750305594399894
15037877;9901502;1.3862943611198906;1.2809338454620642
940043;6710960;1.0185695809945732;0.9444616088408514
14321135;5113462;1.0185695809945732;0.8754687373538999
13899109;13419178;1.0986122886681098;1.0185695809945732
8734853;13554984;1.0185695809945732;1.0185695809945732
