
WordNet Id1;WordNet Id1;CosineNormWeightedJiangConrath;AncSPLCosineNormWeightedJiangConrath
8035601;14634477;0.005009737574855233;0.005009737574855233
4605057;11253455;0.00880661729196175;0.00880661729196175
14197315;5108740;0.13159874372384817;0.13159874372384817
6023969;7633369;0.005879818450136409;0.004625399407177433
13800539;5385534;0.005552482049675511;0.0
6927363;7984805;0.005009737574855233;0.005009737574855233
4180314;2436813;0.026625636558785803;0.026625636558785803
7365524;6710152;0.010968661971441085;0.010968661971441085
9385137;10304160;0.012174849043367075;0.012174849043367075
14549382;6819698;0.005009737574855233;0.005009737574855233
6660009;14641397;0.015516470231660029;0.015516470231660029
7296190;4247736;0.05042926966395411;0.05042926966395411
3689840;4581262;0.0031944224798620136;0.0031944224798620136
4436185;1820801;0.029745949655103465;0.029745949655103465
5338166;11279648;0.0031944224798621246;0.0031944224798621246
13764764;14259739;0.005009737574855344;0.005009737574855344
2985963;768063;0.0;0.0
8182105;13926451;0.005009737574855233;0.005009737574855233
12676134;7542675;0.001157019198507192;0.001157019198507192
9546905;4652438;0.005009737574855344;0.005009737574855344
2760298;2661473;0.00880661729196175;0.00880661729196175
10029831;7143044;0.0;0.0
2122510;13562474;0.0031944224798621246;0.0031944224798621246
10164605;7309781;0.0933453460513386;0.0933453460513386
10986437;1252124;0.0;0.0
1454702;2874876;7.535994651786115E-5;0.0
2080022;940560;0.005009737574855344;0.005009737574855344
12625383;14296254;0.002905707401936408;0.002905707401936408
11316828;692726;0.0;0.0
4794236;12798284;0.010397114661032547;0.010397114661032547
11647131;9839774;0.0;0.0
1736032;9158649;0.006645185052072788;0.006645185052072788
3849275;3811648;0.05428441347320623;0.05428441347320623
2689144;1364162;0.021774303979619103;0.021774303979619103
12012510;8554440;0.03565786375552915;0.03565786375552915
177448;2764505;0.006232613783587526;0.006232613783587526
15294211;12035064;0.005009737574855344;0.005009737574855344
9866354;9964411;0.06568545692351324;0.06568545692351324
11811473;4755783;0.004625399407177433;0.004625399407177433
15037877;9901502;0.010883061479705414;0.0031944224798620136
940043;6710960;0.005009737574855233;0.005009737574855233
14321135;5113462;0.019216242860075616;0.019216242860075616
13899109;13419178;0.005009737574855344;0.005009737574855344
8734853;13554984;0.0031944224798620136;0.0031944224798620136
10114209;10299875;0.0412469535640384;0.0412469535640384
12891093;4181561;0.00880661729196175;0.00880661729196175
10341446;4063373;0.04443994849221;0.04443994849221
6510836;4527475;0.0;0.0
1065057;320742;0.034118173289808706;0.034118173289808706
9840217;7300781;0.001157019198507192;0.001157019198507192
6982581;795720;0.07379993195894086;0.07379993195894086
2632989;15220864;0.009106651363371299;0.009106651363371299
9706396;5660801;0.0;0.0
10453357;10978098;0.14799587894326882;0.02080973200368752
14939230;7447022;0.019216242860075505;0.019216242860075505
5376844;6675799;0.0;0.0
158996;1026482;0.0871150550520352;0.0871150550520352
12511239;13863473;0.06644951041871006;0.02826922296418133
1783017;4857490;0.0;0.0
1134037;4193179;0.001157019198507192;0.001157019198507192
3565402;3081859;0.039749419974092204;0.039749419974092204
15297069;1737472;0.0;0.0
9532384;7848338;0.024891679978603642;0.022243091702785933
4508804;4894204;0.001157019198507192;0.001157019198507192
3374649;10741590;0.11240937703670584;0.11240937703670584
14880690;11893131;0.0031944224798620136;0.0031944224798620136
10829733;3591798;0.00880661729196175;0.00880661729196175
4914292;11454470;0.013817553052697606;0.013817553052697606
3485997;4129766;0.054924975055489544;0.054924975055489544
15183802;12194776;0.07421920943261706;0.07421920943261706
2463024;12418507;0.0031944224798620136;0.0031944224798620136
11885292;8093813;0.0;0.0
9489601;13067672;0.0;0.0
10176111;10903172;0.05602552181949716;0.05602552181949716
11372799;13273381;0.0;0.0
9860130;2155448;0.008188563328250242;0.008188563328250242
1455592;13233012;0.16704343746966632;0.16704343746966632
9613853;4238763;0.008806617291961638;0.008806617291961638
1879217;2635911;0.0;0.0
5214976;11406906;0.0;0.0
13273738;2493109;0.005009737574855344;0.005009737574855344
14292796;12760539;0.0;0.0
606119;10075063;0.0;0.0
4313220;1883070;0.029745949655103465;0.029745949655103465
13881810;11002548;0.0;0.0
14616939;3026093;0.0031944224798620136;0.0031944224798620136
14842560;218045;7.535994651786115E-5;0.0
14690186;14842378;0.14803676935972332;0.14803676935972332
8554040;13792579;0.0027542552202405313;0.001157019198507192
3185562;14488813;0.001157019198507192;0.001157019198507192
13058796;6592844;0.0;0.0
9296695;11018439;0.0;0.0
9961469;13161254;0.00880661729196175;0.00880661729196175
1809106;2772435;0.013329360690211955;0.013329360690211955
5483122;13416897;0.0;0.0
15241655;11367195;0.0;0.0
9707289;3199775;0.00880661729196175;0.00880661729196175
9501737;173283;0.034118173289808706;0.034118173289808706
7819769;6145158;7.535994651786115E-5;0.0
8644213;7352190;0.017611968403090428;0.017611968403090428
12863458;15034454;7.535994651786115E-5;0.0
4650913;8889944;0.0;0.0
7973241;4848262;0.005009737574855233;0.005009737574855233
1933342;3563710;0.015804606728914594;0.015804606728914594
15024606;8472890;0.015516470231659918;0.015516470231659918
875519;2454379;0.010397114661032547;0.010397114661032547
13968973;9060768;0.0;0.0
9066249;10461424;0.019280672063092696;0.015477793923694971
4425544;2857812;0.0069461318569625785;0.0031944224798620136
499477;1479329;0.005009737574855233;0.005009737574855233
4200390;7355491;0.012743250972188647;0.012743250972188647
3432972;1856748;0.0;0.0
13356985;6037108;0.022355361795137196;0.022355361795137196
2723754;3123917;0.039749419974092204;0.039749419974092204
3714235;14809373;0.031689341111376335;0.031689341111376335
10244665;13179804;0.01992223775946833;0.01992223775946833
5274247;11959862;0.0031944224798620136;0.0031944224798620136
11706942;5478684;0.0031944224798620136;0.0031944224798620136
10022111;2986160;0.046237691347471355;0.046237691347471355
674158;14873196;0.010968661971441085;0.010968661971441085
10213319;7350893;0.0;0.0
7458099;4924674;0.005009737574855233;0.005009737574855233
13300141;10104592;0.011301889573611557;0.00772276891282031
11833073;1375204;0.04817093463328681;0.04817093463328681
9311259;12987652;0.0;0.0
13689875;4784322;0.005009737574855233;0.005009737574855233
3207941;7388706;0.0;0.0
229688;7881404;0.0018226788742701228;0.001157019198507192
3201776;3362119;0.2301215307879365;0.2301215307879365
2153959;13403146;0.016458469106893858;0.002905707401936408
13551965;6248968;0.001157019198507192;0.001157019198507192
4502502;13973490;0.00772276891282031;0.00772276891282031
5532641;13675824;0.0;0.0
6766654;6073748;0.005009737574855233;0.005009737574855233
3395514;6241156;0.001157019198507192;0.001157019198507192
2754656;11505210;0.0031944224798620136;0.0031944224798620136
13823287;1252566;0.005009737574855233;0.005009737574855233
3826331;3668803;0.0069461318569625785;0.0031944224798620136
234105;3298352;0.0;0.0
10173895;9684352;0.05602552181949716;0.05602552181949716
5368278;14410605;0.011605943336734481;0.011605943336734481
4927890;4018951;0.001157019198507192;0.001157019198507192
9711132;4763650;0.006232613783587526;0.006232613783587526
131090;2309337;0.07454756013935959;0.07454756013935959
13923030;7548567;0.091312955538982;0.091312955538982
11794791;12851469;0.0;0.0
5432230;7061677;0.0;0.0
4891333;13936441;0.0918183724905749;0.0918183724905749
4147291;4135516;0.039749419974092315;0.039749419974092315
12262553;10705615;0.17914975627305985;0.17914975627305985
1944812;10674130;0.03060766750714683;0.03060766750714683
2447762;13568524;0.008188563328250242;0.008188563328250242
707213;4202417;0.0370053919786677;0.0370053919786677
12458713;10268058;0.01992223775946833;0.01992223775946833
10523076;3052917;0.029745949655103354;0.029745949655103354
8240966;2387887;0.0;0.0
8936833;7368646;0.00772276891282031;0.00772276891282031
12507236;2068206;0.001157019198507192;0.001157019198507192
4112579;999588;0.0;0.0
15220027;7013549;0.07161537982396815;0.07161537982396815
2721538;5554405;0.05533598057792699;0.05533598057792699
7813324;7562172;0.1491241745519254;0.1491241745519254
13874927;11641788;0.005009737574855344;0.005009737574855344
3527149;7220466;0.0;0.0
2353709;7584938;7.535994651786115E-5;0.0
14011811;3246933;0.010397114661032547;0.010397114661032547
4839877;3979377;0.001157019198507192;0.001157019198507192
3384167;10906462;0.01632170879725625;0.01632170879725625
11056466;10731848;0.04124695356403829;0.04124695356403829
10874706;1960900;0.0;0.0
4144241;1590443;0.0;0.0
7528097;8614229;0.0;0.0
13937075;13620154;0.022355361795137307;0.022355361795137307
9199904;14604454;0.004454399610936299;0.0031944224798620136
3337727;3124043;0.039749419974092204;0.039749419974092204
4421083;11939180;0.00880661729196175;0.00880661729196175
13250244;11893640;3.412983094269739E-4;0.0
2254531;15220385;0.005009737574855233;0.005009737574855233
14051381;11382688;0.0;0.0
10811900;10589930;0.04124695356403829;0.04124695356403829
3938244;12862116;0.021774303979619103;0.021774303979619103
13532059;14726484;0.0031944224798620136;0.0031944224798620136
1702479;13832480;3.412983094269739E-4;0.0
6669193;538144;0.005009737574855233;0.005009737574855233
11785875;7180570;0.0;0.0
7293180;7473441;0.6942045184974222;0.6942045184974222
4439840;4517408;0.039749419974092204;0.039749419974092204
12609638;9241712;0.0;0.0
4969540;2174153;0.005009737574855233;0.005009737574855233
9345265;3358726;0.0031944224798620136;0.0031944224798620136
10235024;3605915;0.0746526605818002;0.0746526605818002
6361218;13276778;0.005009737574855233;0.005009737574855233
10745770;2787269;0.00880661729196175;0.00880661729196175
11311959;12824289;0.01992223775946833;0.01992223775946833
14873951;13589140;0.005009737574855233;0.005009737574855233
14615135;6918734;0.005009737574855344;0.005009737574855344
4490859;6455990;0.03692813882632873;0.03692813882632873
6504662;10667187;0.004625399407177544;0.004625399407177544
1384687;13879049;0.022925400628704407;0.022925400628704407
2482474;7866868;0.0031944224798620136;0.0031944224798620136
824808;2745228;0.002905707401936408;0.002905707401936408
6964485;15003329;0.005009737574855233;0.005009737574855233
6824041;3743902;0.01761196840309054;0.01761196840309054
4358707;2814860;0.20342184504737948;0.20342184504737948
7823460;6914612;7.535994651786115E-5;0.0
4580298;10478960;0.0817094232000174;0.0817094232000174
388959;8222571;0.005009737574855344;0.005009737574855344
4236182;3930313;0.0069461318569625785;0.0031944224798620136
14997888;8953829;0.0031944224798620136;0.0031944224798620136
988177;14976001;0.005009737574855233;0.005009737574855233
15019483;14939900;0.3790787057656255;0.3790787057656255
14476697;4781967;0.05580653669579094;0.05580653669579094
3179910;7261143;0.0;0.0
2363351;12492106;0.01992223775946833;0.01992223775946833
12084890;2925250;0.0031944224798620136;0.0031944224798620136
10431625;14470144;0.0;0.0
1614343;31264;0.21935169161402734;0.21935169161402734
5500812;2538985;0.018310127596075865;0.018310127596075865
11156943;6860826;0.010968661971441085;0.010968661971441085
1002165;3985441;0.0;0.0
10196283;14387349;0.0;0.0
3753514;10134282;0.008806617291961638;0.008806617291961638
208943;11945514;0.0;0.0
11193928;13339734;0.0;0.0
4183217;3986704;0.07100782915219828;0.07100782915219828
11934239;14976448;0.030198730956682573;0.030198730956682573
13494325;12380597;0.0;0.0
8547143;143057;0.0;0.0
765488;6377275;0.010968661971441085;0.010968661971441085
799236;11063182;0.0;0.0
4927098;10208189;0.0;0.0
5447218;3658858;0.008188563328250242;0.008188563328250242
3518445;11483990;0.008188563328250242;0.008188563328250242
3019938;12555069;0.0;0.0
13782329;10344319;3.412983094269739E-4;0.0
5445546;9992429;0.0031944224798621246;0.0031944224798621246
14384796;10920366;0.010397114661032547;0.010397114661032547
7469772;13720096;0.005009737574855233;0.005009737574855233
13449892;11073586;0.0031944224798620136;0.0031944224798620136
6470688;14200704;0.005009737574855344;0.005009737574855344
8974468;1391028;0.0066451850520728994;0.0066451850520728994
11308396;856342;0.008188563328250242;0.008188563328250242
11142368;5501932;0.008188563328250242;0.008188563328250242
461162;8624095;0.0;0.0
6306945;15042429;0.15401274232730344;0.15401274232730344
3871524;2062017;0.10622179671809995;0.10622179671809995
5274590;13871967;0.0;0.0
9144484;7397355;0.001157019198507192;0.001157019198507192
10416909;8540266;0.0;0.0
8914850;1938850;0.031241669078353684;0.031241669078353684
4839676;1392380;0.00772276891282031;0.00772276891282031
12952717;2284771;0.0;0.0
7576969;11685091;0.03969078501265533;0.0031944224798620136
2700767;7616265;0.0031944224798620136;0.0031944224798620136
160073;555138;0.05867079171750811;0.05867079171750811
1805321;830257;0.0;0.0
2662081;5358764;0.0;0.0
7113491;8715110;0.0;0.0
438725;15090238;7.535994651786115E-5;0.0
64151;2129991;0.0;0.0
3662016;1229793;7.535994651786115E-5;0.0
15072857;12832690;0.005009737574855344;0.005009737574855344
5674927;4282992;0.0;0.0
12260208;10460501;0.0;0.0
4601938;2332606;0.0;0.0
4165551;13768748;0.0;0.0
9310314;14275978;0.0;0.0
7599068;8681222;0.0031944224798620136;0.0031944224798620136
3902756;2224466;0.0;0.0
10968640;5489810;0.0031944224798620136;0.0031944224798620136
14726998;9749509;0.0031944224798621246;0.0031944224798621246
657257;12035064;0.005009737574855344;0.005009737574855344
11455236;14800034;0.008188563328250242;0.008188563328250242
1722085;3101796;0.0;0.0
2563497;4451473;0.0018226788742701228;0.001157019198507192
3898633;568166;0.001157019198507192;0.001157019198507192
6534548;3476843;0.0;0.0
1537544;13069773;0.01992223775946833;0.01992223775946833
3616225;12269406;0.00880661729196175;0.00880661729196175
10643476;4903247;0.0;0.0
1967677;485262;0.005009737574855233;0.005009737574855233
14221741;5146471;0.05580653669579094;0.05580653669579094
13366693;5275905;0.0646192170976082;0.0325978230233559
1211019;3293863;0.001157019198507192;0.001157019198507192
12975804;9222406;0.00880661729196175;0.00880661729196175
14492373;15108538;0.005009737574855233;0.005009737574855233
8815346;1847089;0.0066451850520728994;0.0066451850520728994
3427656;9401834;0.07117877164619568;0.07117877164619568
9761753;11507174;0.0031944224798620136;0.0031944224798620136
2253913;401639;0.001157019198507192;0.001157019198507192
8267956;7908647;0.005009737574855233;0.005009737574855233
11796573;5119223;0.0;0.0
144182;5209324;0.005009737574855233;0.005009737574855233
6448397;6634239;0.07847538216844341;0.07847538216844341
2665985;9531515;0.0;0.0
7646927;4334365;0.018310127596075754;0.018310127596075754
6788262;14652390;0.08992155087608844;0.08992155087608844
5643190;3340463;0.015516470231659918;0.015516470231659918
1025411;1897426;0.005009737574855233;0.005009737574855233
6597930;9746101;0.00880661729196175;0.00880661729196175
925207;5704694;0.09744862786555364;0.09744862786555364
11937446;9338361;0.017075712174558055;0.0031944224798620136
2379183;5441053;0.0;0.0
7315790;7846471;0.010968661971441085;0.010968661971441085
6581410;1394771;0.010397114661032547;0.010397114661032547
5844545;2946753;0.0;0.0
6230358;11792598;0.005009737574855233;0.005009737574855233
2039942;5952979;0.015516470231660029;0.015516470231660029
11528841;6869951;0.006232613783587526;0.006232613783587526
14383362;14660183;0.005009737574855233;0.005009737574855233
3726233;10814574;0.00880661729196175;0.00880661729196175
4168472;13769206;0.0;0.0
5159495;2205523;0.005009737574855233;0.005009737574855233
7519253;2601921;0.02485276418519944;0.02485276418519944
7031752;14122235;0.07992489327417329;0.07992489327417329
13787551;327366;0.005009737574855233;0.005009737574855233
14508368;7902121;0.010968661971441085;0.010968661971441085
10793168;1030488;0.012743250972188647;0.012743250972188647
2786198;6979645;0.0;0.0
1260309;3096439;0.0;0.0
5506507;8217865;0.001157019198507192;0.001157019198507192
8754529;7517417;0.0;0.0
13249245;10936716;3.412983094269739E-4;0.0
13353156;4395024;0.02076676068023442;0.015804606728914483
1691525;4239639;0.0;0.0
8643386;14712224;0.0031944224798620136;0.0031944224798620136
12362844;9787076;0.005009737574855233;0.005009737574855233
4209613;3881207;0.0069461318569625785;0.0031944224798621246
5986594;424034;0.034118173289808706;0.034118173289808706
12105353;7700439;0.0031944224798620136;0.0031944224798620136
9625309;4350769;0.00880661729196175;0.00880661729196175
8879388;10174330;0.0066451850520728994;0.0066451850520728994
7139700;13894154;0.005009737574855233;0.005009737574855233
3957567;9787765;0.01632170879725625;0.01632170879725625
11349207;12066821;0.019922237759468442;0.019922237759468442
1173038;13376643;0.06452369409868519;0.06452369409868519
15041688;6813700;0.005009737574855233;0.005009737574855233
4753799;1656340;0.005009737574855233;0.005009737574855233
135952;2080146;0.0;0.0
12537569;1349948;0.04353630833398525;0.04353630833398525
10508141;6799688;0.0;0.0
6559365;119297;0.08061469297082036;0.08061469297082036
2244797;13943236;0.0;0.0
11341614;14527553;0.0;0.0
4848262;13143285;0.0;0.0
5534955;4085017;0.0031944224798620136;0.0031944224798620136
7087777;2670382;0.01761196840309054;0.01761196840309054
15170331;7019396;0.005009737574855233;0.005009737574855233
15191494;1814921;0.001157019198507192;0.001157019198507192
3193260;2655020;0.00880661729196175;0.00880661729196175
13685809;14196405;0.015516470231660029;0.015516470231660029
2098413;5229990;0.008188563328250242;0.008188563328250242
43195;6912537;0.05275653821777837;0.05275653821777837
14953005;589217;0.005009737574855233;0.005009737574855233
5237755;14750782;0.15160380267300033;0.08111948168210947
10963467;2300018;0.0;0.0
6914612;2326432;0.010397114661032547;0.010397114661032547
6412213;6706317;0.0;0.0
2512752;14983911;0.0031944224798620136;0.0031944224798620136
10228592;11496157;0.0031944224798621246;0.0031944224798621246
4250473;3698977;0.039749419974092204;0.039749419974092204
14887801;8765069;0.015477793923694971;0.015477793923694971
5790452;3536122;0.0;0.0
445351;7736527;0.0039160437088358035;0.002905707401936408
10463259;7837002;0.010883061479705414;0.0031944224798620136
4210858;1056804;0.0;0.0
13485270;2228565;0.0;0.0
160415;8400191;0.005009737574855233;0.005009737574855233
3537085;14032480;0.0;0.0
12617950;13465530;0.012743250972188647;0.012743250972188647
12573911;13251424;3.412983094269739E-4;0.0
12693865;5074774;0.07290162245361631;0.0634261716369332
6805297;5813822;0.034118173289808706;0.034118173289808706
5757902;5743174;0.034118173289808706;0.034118173289808706
137279;10104592;0.014835998036923037;0.014835998036923037
9366940;10358322;0.015477793923694971;0.015477793923694971
8260220;3108624;0.0;0.0
880662;7867751;0.0039160437088358035;0.002905707401936408
9457979;9754404;0.013329360690211955;0.013329360690211955
5673439;14683085;0.019216242860075505;0.019216242860075505
11327744;14755641;0.0031944224798621246;0.0031944224798621246
6609785;7088438;0.12750634367650127;0.12750634367650127
11425401;2506248;0.015477793923694971;0.015477793923694971
13391841;10417682;0.0;0.0
3251766;14976323;0.023025918677880508;0.023025918677880508
7995164;12486254;0.06977479556178179;0.06977479556178179
6514880;8977948;0.002905707401936408;0.002905707401936408
7741623;8905313;0.0066451850520728994;0.0066451850520728994
7475107;6671150;0.005009737574855233;0.005009737574855233
7626287;189106;0.0018226788742701228;0.001157019198507192
4631298;1575941;0.010968661971441085;0.010968661971441085
11494935;6861315;0.014835998036923037;0.014835998036923037
6096759;13683451;0.015516470231660029;0.015516470231660029
3075500;7593004;0.0031944224798620136;0.0031944224798620136
12624568;7642182;0.0031944224798620136;0.0031944224798620136
3413264;6108079;0.004625399407177433;0.004625399407177433
9768830;6980085;0.01160594333673437;0.01160594333673437
12160857;6647206;0.04563472004273872;0.04563472004273872
15224978;5369924;0.0;0.0
13647498;14950394;0.005009737574855233;0.005009737574855233
303297;773047;0.05867079171750822;0.05867079171750822
1380902;11872324;0.0;0.0
5441468;6901591;0.19059681428113462;0.010968661971441085
8038379;8439022;0.049771190857073044;0.049771190857073044
13513747;12527569;0.002905707401936408;0.002905707401936408
12916935;6483454;0.015516470231660029;0.015516470231660029
15073973;12789399;0.005009737574855233;0.005009737574855233
6718269;9396465;0.0;0.0
7342383;6335162;0.005009737574855233;0.005009737574855233
5811662;10049017;0.014835998036923037;0.014835998036923037
3606106;11095731;0.00880661729196175;0.00880661729196175
12016914;8280462;0.0;0.0
9797113;7947255;0.009106651363371299;0.009106651363371299
1717666;6615561;0.015516470231659918;0.015516470231659918
10662046;10095061;0.17278968996622301;0.17278968996622301
13405296;4201845;0.004625399407177544;0.004625399407177544
8632258;10275249;0.0066451850520728994;0.0066451850520728994
267349;6712761;0.005009737574855233;0.005009737574855233
5788552;11299367;0.0;0.0
6606464;14364566;0.010968661971441085;0.010968661971441085
4928760;2247216;0.0;0.0
2415435;11004485;0.03789993432682903;0.03789993432682903
15147504;10760622;0.0;0.0
6867057;5341206;0.010397114661032547;0.010397114661032547
7948314;13486431;0.0;0.0
10211830;14740587;0.031689341111376335;0.031689341111376335
8337108;10160913;0.0;0.0
448232;14949886;0.005009737574855233;0.005009737574855233
3216828;15042194;0.015477793923694971;0.015477793923694971
14244726;8903872;0.0;0.0
5396690;12787007;0.0;0.0
7700003;12367122;7.535994651786115E-5;0.0
529400;11970846;0.0;0.0
5314834;6975469;0.0;0.0
6104372;132497;0.034118173289808706;0.034118173289808706
10938821;14977845;0.008188563328250242;0.008188563328250242
6264176;12327846;0.0;0.0
6587217;2230480;0.001157019198507192;0.001157019198507192
8346031;4582771;0.0;0.0
7628470;2499808;0.015477793923694971;0.015477793923694971
8439369;10612518;0.0;0.0
4352580;4608923;0.0069461318569625785;0.0031944224798620136
920727;4401578;0.0031944224798620136;0.0031944224798620136
14311348;14889371;0.022355361795137196;0.022355361795137196
4142327;7344528;0.0;0.0
9178481;518039;0.0;0.0
11044295;11234152;0.0412469535640384;0.0412469535640384
14750316;13479605;0.0031944224798621246;0.0031944224798621246
12409651;321195;0.0;0.0
11101843;8225853;0.0;0.0
12962059;12224140;0.01992223775946833;0.01992223775946833
13277886;14719893;0.10428105011956057;0.10428105011956057
1019901;6860177;0.025094319940431653;0.025094319940431653
6368142;14396707;0.005009737574855233;0.005009737574855233
13099999;9457851;0.0031944224798620136;0.0031944224798620136
7465781;12820434;0.005009737574855344;0.005009737574855344
13775939;12843844;0.005009737574855344;0.005009737574855344
731569;11102144;0.0;0.0
8228980;2988304;0.0;0.0
7600895;11199943;0.010883061479705414;0.0031944224798621246
12871696;5322570;0.0031944224798620136;0.0031944224798620136
11022309;10805274;0.04124695356403829;0.04124695356403829
13119870;9271291;0.04647955706116269;0.04647955706116269
13912992;6035918;0.005009737574855233;0.005009737574855233
3260733;788973;0.004625399407177433;0.004625399407177433
7661357;8903352;0.0031944224798621246;0.0031944224798621246
1808140;12004686;0.0;0.0
3921337;3188416;0.0069461318569625785;0.0031944224798620136
2462464;10979694;0.0031944224798620136;0.0031944224798620136
1930;12171503;0.3217177550369803;0.3217177550369803
10639359;6680195;0.0;0.0
