
SNOMED Id1;SNOMED Id1;CosineNormWeightedJiangConrath;AncSPLCosineNormWeightedJiangConrath
270856;134819;0.009984930491088173;0.009984930491088173
195926;309664;0.0;0.0
190982;165686;0.0;0.0
296825;170726;0.0;0.0
169933;68393;0.0;0.0
217604;193938;0.0036231491735688737;0.0036231491735688737
325233;17723;0.002275945333942153;0.002275945333942153
278253;53531;0.05052982430854913;0.05052982430854913
172942;51820;0.0;0.0
67565;264906;0.025212233427694852;0.025212233427694852
258461;31720;0.0;0.0
39710;263844;0.011625579178866752;0.011625579178866752
289883;321372;0.0;0.0
6445;119156;0.021743090418786082;0.021743090418786082
66411;188608;0.0;0.0
193617;6205;0.0;0.0
6794;284616;9.061978907007884E-4;9.061978907007884E-4
333763;82576;0.0;0.0
132521;88107;0.0;0.0
219230;137845;0.024696276470785983;0.01693373620510752
297926;229730;9.061978907007884E-4;9.061978907007884E-4
148068;134855;0.002275945333942153;0.002275945333942153
276959;231796;0.0;0.0
343112;227732;9.061978907007884E-4;9.061978907007884E-4
310356;177866;0.0;0.0
66835;252293;0.027798740718769643;0.027798740718769643
165206;114871;0.0;0.0
148179;106070;0.04170645475082091;0.04170645475082091
170594;57130;0.002275945333942153;0.002275945333942153
184582;293925;0.0;0.0
338638;209056;9.061978907007884E-4;9.061978907007884E-4
245495;142474;0.04976002694122983;0.04976002694122983
7733;105020;0.0;0.0
5473;147169;0.0;0.0
82235;354920;0.0;0.0
208346;298918;0.0956801324887806;0.01693373620510752
30693;138119;0.0036231491735688737;0.0036231491735688737
27882;223747;0.002275945333942153;0.002275945333942153
228267;37736;0.0036231491735688737;0.0036231491735688737
353668;237278;0.0036231491735688737;0.0036231491735688737
153144;348636;0.0014281904301773896;0.0
101524;341545;0.0429237724941417;0.0429237724941417
141702;34524;0.0;0.0
34270;348864;0.0;0.0
250889;300844;0.0;0.0
131816;121105;0.0;0.0
24128;5586;0.005766555604944101;0.0
205621;88604;0.0;0.0
81411;37956;0.15293414840813013;0.15293414840813013
217792;183333;0.006050046905448081;0.006050046905448081
105062;274568;0.0;0.0
250102;93234;9.061978907007884E-4;9.061978907007884E-4
129066;151172;0.15298464846269078;0.15298464846269078
258469;307714;0.004882390002040604;0.004882390002040604
173239;47241;0.0;0.0
217844;356017;9.061978907007884E-4;9.061978907007884E-4
82487;253871;0.0;0.0
224126;92208;0.0;0.0
130567;134333;0.0;0.0
75372;43837;0.0;0.0
317841;39508;0.0;0.0
233908;239857;0.0;0.0
196387;105469;0.01310944168892969;0.01310944168892969
151787;343007;0.0;0.0
56573;43026;0.08772473017015803;0.08772473017015803
27875;184616;0.09007404408918573;0.05907557305545852
193803;262686;0.020821385986307894;0.01693373620510752
270879;15118;0.0;0.0
251797;29780;0.0;0.0
12849;10095;0.07449317430990343;0.07449317430990343
298468;326295;9.061978907007884E-4;9.061978907007884E-4
150578;238986;0.006050046905448081;0.006050046905448081
47011;173380;0.038645641989859536;0.038645641989859536
74848;50587;0.006050046905448081;0.006050046905448081
1057;39205;0.0036231491735688737;0.0036231491735688737
166472;20998;0.0;0.0
43677;265926;0.02174309041878597;0.02174309041878597
303169;230878;0.0;0.0
344357;194462;0.02068883842961089;0.01693373620510752
235821;839;0.0;0.0
327809;156303;0.004882390002040604;0.004882390002040604
355029;218441;0.0;0.0
289016;178287;0.0;0.0
28953;45051;0.11230430050095253;0.11230430050095253
237544;55359;9.061978907007884E-4;9.061978907007884E-4
354906;121352;0.0;0.0
310482;4603;0.0;0.0
230209;56398;0.02336643940517047;0.02336643940517047
152300;150888;0.0;0.0
236186;125021;0.016881770115637518;0.016881770115637518
328448;252804;0.032930331323493434;0.032930331323493434
13693;292335;9.061978907007884E-4;9.061978907007884E-4
312425;136962;0.017065826221024483;0.002275945333942153
240562;51965;0.0274282185786634;0.0274282185786634
246347;200537;9.061978907007884E-4;9.061978907007884E-4
284654;77099;0.019281478319647438;0.018032046684795744
345302;66261;0.0;0.0
18895;275673;0.04157672463705098;0.04157672463705098
30854;251130;0.0;0.0
167525;314568;9.061978907007884E-4;9.061978907007884E-4
46581;92008;0.002275945333942153;0.002275945333942153
299900;147837;0.035172091745233836;0.035172091745233836
282140;191027;0.0;0.0
44211;287369;0.08560100066514686;0.08560100066514686
267537;329453;9.061978907007884E-4;9.061978907007884E-4
102807;194932;0.0;0.0
46124;270355;9.061978907007884E-4;9.061978907007884E-4
231985;46575;9.061978907007884E-4;9.061978907007884E-4
347071;11829;0.17661309768953926;0.17661309768953926
72356;133287;0.0;0.0
146293;37346;0.0;0.0
205537;128385;0.035530749803878714;0.009219663747059625
53179;208679;0.004882390002040604;0.004882390002040604
87298;209545;0.0036231491735688737;0.0036231491735688737
29881;311416;9.061978907007884E-4;9.061978907007884E-4
140434;73484;0.14164777055692335;0.14164777055692335
149264;167642;0.0;0.0
112442;238783;0.0;0.0
158749;187673;0.061643386540381484;0.061643386540381484
211309;173373;9.061978907007884E-4;9.061978907007884E-4
78904;304017;0.0;0.0
129640;94428;0.08990981020644206;0.08990981020644206
262898;354848;0.2367436970638963;0.2367436970638963
315524;235141;0.0;0.0
287127;290871;0.061847474196572105;0.061847474196572105
76118;132412;0.0;0.0
304558;151848;0.0;0.0
123210;325070;0.009984930491088173;0.009984930491088173
344989;91653;0.016310179067005937;0.016310179067005937
93120;121329;0.0;0.0
10588;181044;0.0;0.0
158699;320519;0.016310179067005937;0.016310179067005937
216830;72260;0.016310179067005937;0.016310179067005937
47546;343397;0.03495853873611787;0.03495853873611787
68362;226624;0.0;0.0
61485;192503;0.02986679089067734;0.02986679089067734
304556;350337;0.046740755807962775;0.012385023010982654
237864;42648;0.00605004690544797;0.00605004690544797
306776;185948;0.002275945333942153;0.002275945333942153
271517;171561;0.0;0.0
281508;343701;0.21882188413224724;0.20365258554159904
281259;280502;0.0;0.0
280680;16852;0.0;0.0
249018;38792;0.002275945333942153;0.002275945333942153
34490;284007;0.0;0.0
59022;120554;0.0;0.0
260906;154229;0.0;0.0
9748;89987;0.041576724637050866;0.041576724637050866
45973;117780;0.06877155287798975;0.06877155287798975
253249;172119;0.0;0.0
6593;7161;0.0;0.0
51604;334225;0.0;0.0
67478;241428;0.0;0.0
97272;91255;0.004882390002040604;0.004882390002040604
291362;100099;9.061978907007884E-4;9.061978907007884E-4
198922;296131;0.00909342148144221;0.00909342148144221
28165;28515;0.028730942445955088;0.028730942445955088
58924;316037;0.0;0.0
92493;286970;0.0071345437033397685;0.0071345437033397685
124567;93330;0.0;0.0
63881;204207;0.03145488655673678;0.03145488655673678
109667;174576;0.009219663747059625;0.009219663747059625
311838;137839;0.011625579178866752;0.011625579178866752
110439;333340;0.015883807974680364;0.015883807974680364
215361;200197;0.12449230019294533;0.10205213259256107
47775;319448;0.00814592965756089;0.00814592965756089
325615;181577;0.010827118707305794;0.010827118707305794
338935;250507;0.011231829618629341;9.061978907007884E-4
76185;297790;0.009984930491088173;0.009984930491088173
212796;18679;0.0;0.0
197567;275533;0.012385023010982654;0.012385023010982654
313929;26241;0.0;0.0
190091;228554;0.0;0.0
303070;294903;0.24051294114822197;0.24051294114822197
34986;40242;9.061978907007884E-4;9.061978907007884E-4
99156;101175;0.00909342148144221;0.00909342148144221
295882;287468;0.0;0.0
173308;47500;9.061978907007884E-4;9.061978907007884E-4
208264;310716;0.1227558402019947;0.05258085183018968
147595;27153;0.030094026458736156;0.030094026458736156
329679;23316;0.002275945333942153;0.002275945333942153
145289;259470;0.02562420292077161;0.02562420292077161
168066;356295;0.08673805977418647;0.08673805977418647
158835;211109;0.09740306329240456;0.07619271555150009
176284;25151;0.020872975959107642;0.020872975959107642
241142;28521;0.0;0.0
116878;6649;0.007201334974897167;0.0
349981;342330;0.0;0.0
326631;261265;0.048407255893808454;0.025627365300113558
339821;60226;0.02578627344544948;0.00605004690544797
231095;185004;0.00909342148144221;0.00909342148144221
37331;178303;0.0;0.0
326623;310775;0.0071345437033397685;0.0071345437033397685
130115;43256;0.06129174106349067;0.06129174106349067
82084;85312;0.0036231491735688737;0.0036231491735688737
309728;233369;0.0;0.0
212260;126635;0.0;0.0
324734;4790;9.061978907007884E-4;9.061978907007884E-4
279171;41568;0.03539389079397415;0.01693373620510752
151019;3795;0.021204715323013712;0.004882390002040604
208040;58205;0.0;0.0
256021;107693;0.133348692666318;0.133348692666318
226581;284376;0.0036231491735688737;0.0036231491735688737
119356;29899;0.03041107591711356;0.03041107591711356
130789;23078;0.0;0.0
287244;231162;0.006050046905448081;0.006050046905448081
271866;165408;0.004882390002040604;0.004882390002040604
260213;246467;0.0;0.0
30476;309075;0.0;0.0
49875;51014;0.005766555604944101;0.0
172110;17922;0.0;0.0
106269;28584;0.0;0.0
114847;143349;0.0;0.0
47266;67790;0.04066490456401062;0.04066490456401062
189732;47945;0.0;0.0
128925;68327;0.0;0.0
238479;262248;0.00814592965756089;0.00814592965756089
315699;188712;0.006050046905448081;0.006050046905448081
139516;32598;0.0;0.0
164111;231186;0.0;0.0
41070;79111;0.0;0.0
287843;64404;0.0;0.0
18162;117369;0.0;0.0
74339;139653;0.0;0.0
194242;151216;0.00909342148144221;0.00909342148144221
161615;109554;0.20529429943997912;0.09290176930749283
218504;234220;0.0;0.0
135402;28184;0.032451006290271645;0.032451006290271645
301901;6937;0.0;0.0
235249;81620;0.0;0.0
134741;40630;0.009984930491088062;0.009984930491088062
155066;217972;9.061978907007884E-4;9.061978907007884E-4
168034;68590;0.0;0.0
119904;43951;0.01310944168892958;0.01310944168892958
130221;296847;0.024495814068377753;0.024495814068377753
351935;151074;0.015711818580190662;0.0
155658;55190;0.0383234493596738;0.0383234493596738
187798;51304;0.0;0.0
134335;254630;0.14262929096096777;0.06084333288607591
321322;157287;0.10199179120345636;0.07114955255804456
24035;277438;0.0;0.0
197786;346193;0.07207360685266162;0.04115815457354677
18779;16353;0.00814592965756089;0.00814592965756089
9790;281358;0.0;0.0
9453;174890;0.043117227554523074;0.0347680166139982
136934;12369;0.0835711894671266;0.0835711894671266
202098;114645;9.061978907007884E-4;9.061978907007884E-4
276119;237392;9.061978907007884E-4;9.061978907007884E-4
141346;328951;0.03512871976589138;0.02742821857866351
185705;341441;0.0;0.0
305981;302027;0.0;0.0
348390;442;0.00814592965756089;0.00814592965756089
308154;335879;0.0;0.0
20369;315479;0.0;0.0
209404;344164;9.061978907007884E-4;9.061978907007884E-4
298367;277180;0.06662381778916548;0.025627365300113447
102609;24385;0.0;0.0
257409;290244;0.0;0.0
73152;338637;0.0071345437033396575;0.0071345437033396575
303099;42480;0.0;0.0
67349;154768;0.0;0.0
356372;30976;9.061978907007884E-4;9.061978907007884E-4
285489;314918;0.024495814068377753;0.024495814068377753
347366;212469;0.11743987883784346;0.11743592872821984
332620;255521;0.06990965003228256;0.021797497205280125
253494;215990;0.028137268955740757;0.028137268955740757
224649;32779;0.0;0.0
178494;97424;0.0036231491735688737;0.0036231491735688737
232664;277798;0.17432586264270533;0.1439830622286078
221245;171990;9.061978907007884E-4;9.061978907007884E-4
184230;343156;0.03610754113089443;0.01310944168892969
129222;172625;0.0;0.0
74941;328335;9.061978907007884E-4;9.061978907007884E-4
328949;62852;0.0;0.0
174818;59308;0.05612725934875773;0.05612725934875773
297026;133685;0.05938033410561461;0.030094026458736156
249782;336244;9.061978907007884E-4;9.061978907007884E-4
254205;117082;0.002275945333942153;0.002275945333942153
126626;245718;0.0036231491735688737;0.0036231491735688737
303885;234684;0.0;0.0
105508;168864;0.0036231491735688737;0.0036231491735688737
284165;290718;0.0;0.0
31428;43959;0.011625579178866752;0.011625579178866752
162849;58007;0.042476571182235356;0.042476571182235356
175646;86352;0.0;0.0
146225;277707;0.002275945333942153;0.002275945333942153
81023;53116;0.004882390002040604;0.004882390002040604
7839;33667;0.03145488655673678;0.03145488655673678
354637;84481;0.04910499470249641;0.04910499470249641
259952;226566;0.0;0.0
234010;64531;0.004882390002040604;0.004882390002040604
106533;35718;9.061978907007884E-4;9.061978907007884E-4
289211;338460;0.0;0.0
84063;109636;0.0;0.0
161632;199066;0.0;0.0
163694;194838;0.00605004690544797;0.00605004690544797
121590;46308;0.0;0.0
116015;69468;0.020249523469151764;0.0036231491735688737
255388;288254;0.0;0.0
228311;220416;0.0;0.0
167491;279969;0.09116787238966972;0.0907373373057292
252294;224759;0.0;0.0
179597;292962;0.002275945333942153;0.002275945333942153
246182;48093;0.0;0.0
345632;101076;0.006050046905448081;0.006050046905448081
173438;294636;0.0;0.0
119184;353672;0.060743072122238395;0.060743072122238395
35186;71803;0.0;0.0
264837;305967;0.0;0.0
1677;204263;0.05568705308661792;0.04976002694123005
312361;228061;0.0036231491735688737;0.0036231491735688737
120242;23534;0.0071345437033396575;0.0071345437033396575
249347;304122;9.061978907007884E-4;9.061978907007884E-4
283221;64830;0.0036231491735688737;0.0036231491735688737
265712;105358;0.0;0.0
22822;299612;0.042604875535449005;0.031527589994224114
98261;171484;0.005766555604944101;0.0
79191;154785;0.0;0.0
210769;229999;0.0036231491735688737;0.0036231491735688737
339187;329183;0.2964361222673769;0.11743592872821984
327290;352226;0.1790248677068913;0.1790248677068913
258830;188906;0.0;0.0
302380;73145;0.06988274105762748;0.06988274105762748
19856;106815;0.0;0.0
8206;149585;0.1316762346365451;0.1316762346365451
235549;110362;0.08442956111032796;0.08442956111032796
296684;24377;0.0;0.0
9445;21008;0.13047689066020196;0.13047689066020196
64316;167196;0.0;0.0
64416;84062;0.0;0.0
33946;87534;0.0;0.0
191802;275569;0.10431511452899;0.10431511452899
240180;12910;0.04066490456401051;0.04066490456401051
251785;318120;0.026295403675383522;0.022755524662817717
68723;161329;0.0036231491735688737;0.0036231491735688737
263493;218007;0.049841776123153325;0.04757996441423662
212212;179287;0.0;0.0
294833;31;0.0;0.0
92087;141462;0.03196008500435821;0.03196008500435821
236982;122827;0.0;0.0
27781;306246;0.06148646149756398;0.06148646149756398
274769;84575;0.0036231491735688737;0.0036231491735688737
28125;314720;0.01347038898169961;0.0
295688;204097;0.06608542385814553;0.0660743129208965
153412;59544;0.0;0.0
266893;106204;0.021741387697033487;9.061978907007884E-4
198561;103060;0.002275945333942153;0.002275945333942153
169851;298685;0.017969776105376978;0.017969776105376978
72463;12930;0.0;0.0
282943;7505;0.009984930491088173;0.009984930491088173
255327;95744;0.06210799473159112;0.01693373620510752
78505;176899;0.04906957418478142;0.027798740718769643
180423;11217;0.00814592965756089;0.00814592965756089
333879;194451;0.03351963134138525;0.021797497205280125
244323;245141;9.061978907007884E-4;9.061978907007884E-4
11153;169200;0.027798740718769643;0.027798740718769643
21038;86336;0.0;0.0
290602;266590;0.011625579178866752;0.011625579178866752
104850;57784;0.09380623915608244;0.09380623915608244
287943;99965;0.0;0.0
291951;152691;0.0036231491735688737;0.0036231491735688737
24268;176315;0.0;0.0
74450;268280;0.04292377249414159;0.04292377249414159
350656;327142;9.061978907007884E-4;9.061978907007884E-4
54722;158540;0.08486324816523183;0.07780814489003607
39797;155210;0.004882390002040604;0.004882390002040604
269363;212006;0.0;0.0
331614;198240;0.0;0.0
330690;315056;0.0036231491735688737;0.0036231491735688737
46303;123690;0.0;0.0
301996;212834;0.0;0.0
29699;44617;0.0;0.0
335151;41858;0.0;0.0
145599;104288;0.004882390002040604;0.004882390002040604
243577;163844;0.02843637138564903;0.02843637138564903
19288;58796;0.004882390002040604;0.004882390002040604
211861;75631;0.0;0.0
116785;31666;0.002275945333942153;0.002275945333942153
40630;221966;0.0;0.0
57392;211026;0.00909342148144221;0.00909342148144221
273091;126046;0.00814592965756089;0.00814592965756089
227148;301027;0.33573285815259446;0.22048039428579536
301759;334255;0.0;0.0
50935;89611;0.020609821739609013;0.020609821739609013
63792;278338;0.002275945333942153;0.002275945333942153
298299;197060;0.020609821739609013;0.020609821739609013
312470;49177;0.0;0.0
360;140686;9.061978907007884E-4;9.061978907007884E-4
300378;135078;0.0;0.0
279083;12676;0.0;0.0
304674;155606;0.052490076720408285;0.052490076720408285
71341;154005;0.0742145006349858;0.0742145006349858
101842;143759;0.0;0.0
305093;246907;0.03770204945352984;0.021797497205280014
85839;276074;9.061978907007884E-4;9.061978907007884E-4
248738;223192;0.1591677247404254;0.1060116948438381
247907;353633;0.01571824743603034;0.01571824743603034
100981;295874;0.29977656568228706;0.1374671281577986
160931;211578;0.0;0.0
188474;205709;0.13093458740216235;0.06609117743961668
56968;154913;0.002275945333942153;0.002275945333942153
172964;212256;0.1564100056470299;0.04828404893062588
132650;58006;0.005766555604944101;0.0
329762;230461;0.029021131536812406;0.029021131536812406
226852;140955;0.4479049878806065;0.34032517970954324
180147;262931;9.061978907007884E-4;9.061978907007884E-4
334388;279475;0.0;0.0
58435;244022;0.0;0.0
124655;175309;0.02174309041878597;0.02174309041878597
327416;251926;9.061978907007884E-4;9.061978907007884E-4
230514;153997;0.0361982369404833;0.015883807974680364
238363;249874;0.0;0.0
260367;344034;0.0;0.0
275005;307731;0.15672894527050163;0.15672894527050163
74504;244341;0.0;0.0
4539;125177;0.11041162167563356;0.11041162167563356
38868;126068;0.013802239951333561;0.013802239951333561
156579;277139;0.009984930491088173;0.009984930491088173
253036;340098;0.006898796046375777;0.0
317198;133342;0.06369755200602278;0.02986679089067723
274083;138922;0.011625579178866752;0.011625579178866752
166656;318198;0.0;0.0
339025;132130;9.061978907007884E-4;9.061978907007884E-4
60376;123412;0.002275945333942153;0.002275945333942153
23775;184183;0.06010539634867673;0.06010539634867673
271269;13128;0.0;0.0
323305;320020;0.1312138072518404;0.052585350801390596
222233;142850;0.0;0.0
266706;273206;0.0;0.0
255462;202113;0.0;0.0
150754;155436;0.12433849745216974;0.12433849745216974
332206;276032;0.0;0.0
227895;323211;0.07641540167548133;0.0751033875804773
53161;33850;0.009219663747059625;0.009219663747059625
209300;22866;0.0;0.0
11804;111921;9.061978907007884E-4;9.061978907007884E-4
124611;21804;9.061978907007884E-4;9.061978907007884E-4
36943;45765;0.005766555604944101;0.0
148483;235689;9.061978907007884E-4;9.061978907007884E-4
130;120771;0.002275945333942153;0.002275945333942153
248998;89904;0.02666397489615424;0.01693373620510752
319717;17024;0.04622106753829602;0.00814592965756089
284347;181475;0.0;0.0
321233;160966;0.0;0.0
331334;186516;0.0;0.0
354151;84112;9.061978907007884E-4;9.061978907007884E-4
286823;252717;0.0;0.0
140437;76390;0.0;0.0
661;225104;0.01848872312017813;0.01848872312017813
205018;116698;9.061978907007884E-4;9.061978907007884E-4
299850;153459;0.11098663405336961;0.11098663405336961
14663;285961;0.011625579178866752;0.011625579178866752
176638;166299;0.051234897843838945;0.051234897843838945
312708;303780;0.12654768647094394;0.11848971840906886
83937;128177;0.0;0.0
183063;356333;0.021741387697033487;9.061978907007884E-4
312176;231734;0.0;0.0
229572;270964;0.09934838604492713;0.09934838604492713
80485;311699;0.058158189147892836;0.058158189147892836
70537;71385;0.009984930491088173;0.009984930491088173
77121;356495;9.061978907007884E-4;9.061978907007884E-4
116758;214978;0.009219663747059625;0.009219663747059625
166266;278952;0.0;0.0
334645;95996;0.006050046905448081;0.006050046905448081
223849;288868;0.13991612183374447;0.06813452952827193
300818;125353;0.03924880470888381;0.00814592965756089
176105;247915;0.04080983652192749;0.022755524662817717
298041;135731;0.0;0.0
324177;48387;0.04058108258065407;0.04058108258065407
354607;43269;0.0;0.0
285268;117389;0.023750639753987723;0.023750639753987723
138527;88944;0.005766555604944101;0.0
91532;185122;0.0;0.0
328573;108032;0.00605004690544797;0.00605004690544797
147241;116083;0.004882390002040604;0.004882390002040604
142758;127219;0.0036231491735688737;0.0036231491735688737
12053;300322;0.00605004690544797;0.00605004690544797
57174;303243;0.0;0.0
60778;138150;0.09835814589361791;0.09835814589361791
141117;18254;0.005766555604944101;0.0
314342;96295;0.0;0.0
60031;261440;9.061978907007884E-4;9.061978907007884E-4
23958;290747;0.009093421481442321;0.009093421481442321
186191;239118;0.0;0.0
256163;164724;0.015104277694239054;0.015104277694239054
141254;290200;9.061978907007884E-4;9.061978907007884E-4
127832;264873;0.07693607630120824;0.06609117743961657
52611;11621;0.0;0.0
153117;169336;0.08276061272580038;0.08276061272580038
100074;225721;0.06129174106349067;0.06129174106349067
113121;233738;0.07784164863656584;0.07784164863656584
229001;347479;0.002275945333942153;0.002275945333942153
85997;31096;0.0;0.0
264524;314817;0.006050046905448081;0.006050046905448081
291636;353835;0.001833029775912931;9.061978907007884E-4
14062;265643;0.0;0.0
34980;163559;0.002275945333942153;0.002275945333942153
6724;195246;0.15902029538673257;0.12026540716419098
47561;322041;0.02257293193494525;0.02257293193494525
212533;166640;0.07370403729220054;0.07370403729220054
202331;111947;0.0;0.0
350541;353989;0.08560053000763901;0.07238941004866184
230423;174065;0.0;0.0
145833;347599;9.061978907007884E-4;9.061978907007884E-4
17185;42603;0.0;0.0
73728;167691;0.05612725934875784;0.05612725934875784
115102;24837;0.0;0.0
225904;243791;9.061978907007884E-4;9.061978907007884E-4
123849;326231;0.0375784021326343;0.0375784021326343
171759;300219;0.0;0.0
65695;114838;0.0429237724941417;0.0429237724941417
343168;140451;0.0;0.0
307443;266231;0.0;0.0
188284;166203;0.06218348543353058;0.06218348543353058
42465;113905;0.0;0.0
134728;39855;0.006050046905448081;0.006050046905448081
338822;329368;0.006050046905448081;0.006050046905448081
28480;201240;0.01688177011563763;0.01688177011563763
263720;297407;0.0;0.0
140166;107950;0.013802239951333561;0.013802239951333561
87970;173642;0.09380623915608244;0.09380623915608244
231478;183742;0.0;0.0
59038;150983;0.024331560237136673;0.024331560237136673
82420;66073;9.061978907007884E-4;9.061978907007884E-4
348029;225976;0.0;0.0
200633;311156;0.0;0.0
332181;56705;0.006050046905448081;0.006050046905448081
250494;343709;0.036333653499162066;0.006050046905448081
183033;355479;0.05612725934875795;0.05612725934875795
55693;28297;0.002275945333942153;0.002275945333942153
130324;8491;9.061978907007884E-4;9.061978907007884E-4
255751;34693;0.0;0.0
283132;356972;0.0;0.0
65874;59600;0.0;0.0
64739;116156;0.00814592965756089;0.00814592965756089
245046;12602;0.004882390002040604;0.004882390002040604
98766;258105;9.061978907007884E-4;9.061978907007884E-4
289919;319897;0.048966602785240565;0.036084366795897105
41640;241258;0.11086123364527234;0.06592954844411181
93345;350548;0.018489142893098;0.0036231491735688737
203300;339757;0.01571824743603034;0.01571824743603034
279370;49055;0.0;0.0
295552;128778;9.061978907007884E-4;9.061978907007884E-4
50774;222403;0.002275945333942153;0.002275945333942153
336103;133993;0.0;0.0
220196;171853;0.0;0.0
153330;58332;0.0;0.0
332482;331549;0.0;0.0
108049;42014;0.0;0.0
331047;110959;0.020609821739609013;0.020609821739609013
125822;341013;0.08839248420271184;0.08839248420271184
88300;139633;0.29319668172815405;0.29319668172815405
148194;11397;0.08949786488794154;0.08949786488794154
72015;312649;0.0;0.0
146987;221669;0.0;0.0
209989;127479;0.01310944168892969;0.01310944168892969
130181;165992;0.002275945333942153;0.002275945333942153
236728;32561;0.0;0.0
93591;52478;9.061978907007884E-4;9.061978907007884E-4
227021;109713;0.12183558635869973;0.06386699215832214
213540;150895;0.004882390002040604;0.004882390002040604
10444;32833;9.061978907007884E-4;9.061978907007884E-4
230217;328258;0.00814592965756089;0.00814592965756089
3262;82503;0.06679083229235894;0.06679083229235894
15303;120144;0.0;0.0
108578;274013;0.1313755453857256;0.015883807974680364
28540;198430;0.0;0.0
238254;165749;0.00814592965756089;0.00814592965756089
38790;308253;9.061978907007884E-4;9.061978907007884E-4
325566;287362;0.1989476380467018;0.1989476380467018
332400;304328;0.0;0.0
155006;221933;0.0036231491735688737;0.0036231491735688737
211070;147512;0.004882390002040604;0.004882390002040604
285392;352554;9.061978907007884E-4;9.061978907007884E-4
348203;226329;0.0;0.0
138072;180546;0.0;0.0
277270;126744;0.027798740718769643;0.027798740718769643
122671;265539;0.0;0.0
329396;214436;0.004882390002040604;0.004882390002040604
19617;41951;0.01310944168892958;0.01310944168892958
