
SNOMED Id1;SNOMED Id1;CosineNormWeightedJiangConrath;AncSPLCosineNormWeightedJiangConrath
98581;26655;0.0;0.0
56994;76162;0.0;0.0
183608;167331;0.0;0.0
241154;53522;0.004882390002040604;0.004882390002040604
134568;122812;0.0036231491735688737;0.0036231491735688737
56989;116411;9.061978907007884E-4;9.061978907007884E-4
46250;351178;9.061978907007884E-4;9.061978907007884E-4
341387;210604;0.0;0.0
335330;242299;9.061978907007884E-4;9.061978907007884E-4
165119;231325;0.02257293193494525;0.02257293193494525
18551;218509;0.06218348543353058;0.06218348543353058
32130;111233;0.0;0.0
47260;227147;0.0036231491735688737;0.0036231491735688737
356546;994;0.0;0.0
288854;354605;0.0;0.0
350682;282909;9.061978907007884E-4;9.061978907007884E-4
195886;85937;0.02485746329622629;0.02485746329622629
324370;44393;9.061978907007884E-4;9.061978907007884E-4
86086;158942;0.009219663747059625;0.009219663747059625
321972;113171;9.061978907007884E-4;9.061978907007884E-4
163506;348726;0.10412225258615049;0.10412225258615049
30316;296290;9.061978907007884E-4;9.061978907007884E-4
79557;41870;0.041070451080495785;0.041070451080495785
21559;114248;0.0;0.0
96330;13179;0.03476801661399809;0.03476801661399809
162244;172940;0.006050046905448081;0.006050046905448081
62003;207985;0.0;0.0
290427;258202;0.16815113509270163;0.16815113509270163
165322;281281;0.0;0.0
299617;270562;0.04066490456401051;0.04066490456401051
282802;338799;9.061978907007884E-4;9.061978907007884E-4
164007;147107;0.04234718573458962;0.015883807974680364
188654;216233;0.0;0.0
182899;326269;0.0036231491735688737;0.0036231491735688737
233992;287785;9.061978907007884E-4;9.061978907007884E-4
315339;81471;0.03660889285707958;0.03660889285707958
253809;203124;0.02174309041878597;0.02174309041878597
279680;54831;0.006050046905448081;0.006050046905448081
218075;203215;0.00605004690544797;0.00605004690544797
172110;35043;0.0;0.0
207448;236498;0.0;0.0
74115;271501;0.0;0.0
36350;13169;9.061978907007884E-4;9.061978907007884E-4
45414;66752;0.0;0.0
259404;161985;0.0036231491735688737;0.0036231491735688737
101108;13414;9.061978907007884E-4;9.061978907007884E-4
305463;83472;0.0;0.0
40141;71446;0.0;0.0
32818;153364;0.004882390002040604;0.004882390002040604
254638;115076;0.0;0.0
204803;302418;0.01310944168892969;0.01310944168892969
115441;77049;9.061978907007884E-4;9.061978907007884E-4
272501;153214;0.13040693392057534;0.13040693392057534
212967;194040;0.01310944168892969;0.01310944168892969
200374;296529;0.026238027045711543;0.026238027045711543
34564;240708;0.0;0.0
75978;311282;0.0;0.0
49902;38374;0.0;0.0
152437;354350;0.0;0.0
177173;143239;0.0;0.0
113890;255205;0.0;0.0
262849;36250;0.0;0.0
101615;222756;9.061978907007884E-4;9.061978907007884E-4
345113;287178;0.01688177011563763;0.01688177011563763
236630;121214;0.009984930491088173;0.009984930491088173
180354;23568;0.06478460465056723;0.03220703380044243
37960;177732;0.0;0.0
215265;215400;0.002275945333942153;0.002275945333942153
325583;285971;0.15263657760819638;0.05011183318283274
234455;303801;0.04424937138076901;0.01693373620510752
50469;283188;0.056129971263546574;0.056129971263546574
178805;265753;9.061978907007884E-4;9.061978907007884E-4
112651;46613;0.0;0.0
91136;105801;0.011625579178866752;0.011625579178866752
199505;274031;0.0;0.0
323291;127744;9.061978907007884E-4;9.061978907007884E-4
214425;231760;0.009093421481442321;0.009093421481442321
89941;271686;0.0036231491735688737;0.0036231491735688737
258701;87242;9.061978907007884E-4;9.061978907007884E-4
49668;323233;0.0;0.0
283397;161946;0.012385023010982654;0.012385023010982654
309170;258200;0.0;0.0
277096;81799;0.10790864843338055;0.10790864843338055
190773;313265;9.061978907007884E-4;9.061978907007884E-4
275327;196800;0.11496495964698239;0.11496495964698239
240152;353801;0.02297400490584789;0.02297400490584789
142381;77701;0.01848872312017813;0.01848872312017813
294773;246510;0.002275945333942153;0.002275945333942153
199050;108732;0.0;0.0
