
SNOMED Id1;SNOMED Id1;Rada;AncSPLRada
8511007;85799002;-2.5;-2.5
276611006;2377007;-6.5;-8.0
278795002;768581008;-4.5;-6.5
702925007;262234009;-6.0;-6.5
72854003;183627004;-3.5;-4.5
29085005;40425004;-4.0;-4.5
121501006;90006008;-6.0;-6.0
82203000;114416006;-6.5;-7.5
252916003;450568008;-2.0;-3.0
72602006;14420006;-6.0;-6.0
775989004;241015009;-3.0;-3.0
60995006;465028000;-5.0;-5.0
388135001;764675000;-7.0;-7.0
707576008;15955009;-5.5;-5.5
388503005;403761005;-6.5;-6.5
208766000;76884008;-6.5;-7.5
68111000119105;460906001;-4.0;-6.0
309078004;12451000132108;-3.5;-3.5
300058003;473084003;-5.0;-5.5
89505005;370006000;-5.5;-6.0
271629002;35690007;-5.5;-6.5
1085451000119107;10719005;-3.5;-4.0
76421006;66146003;-6.0;-6.0
252673001;758668005;-6.0;-6.5
288326000;65239007;-5.5;-5.5
234723000;407159005;-7.0;-8.0
256501007;164113005;-4.0;-4.0
727462001;104821005;-6.5;-8.5
192724008;375329002;-4.0;-4.0
128586007;31355000;-5.5;-5.5
388458005;776238000;-4.0;-4.0
163506009;163806004;-1.5;-1.5
231556003;88936002;-4.0;-4.0
225128003;773157007;-2.5;-2.5
732029000;179887004;-5.5;-7.0
410902002;49022000;-3.5;-3.5
225612007;290823003;-5.5;-6.0
448631000124106;178600005;-3.0;-4.0
4402002;265505005;-6.5;-7.5
233374003;77587003;-2.0;-2.0
371186005;160637002;-5.5;-6.0
335039009;699275001;-4.0;-5.0
223686002;391541008;-3.5;-3.5
18291000087100;442504005;-1.5;-3.0
132016006;32705009;-7.0;-7.0
229711004;773606009;-4.5;-4.5
770633007;246281000;-5.0;-5.0
46181005;444641001;-4.0;-5.5
238890008;16214211000119104;-4.0;-4.0
32259006;736140008;-6.0;-6.0
225962004;730369000;-8.0;-10.5
71263008;75388006;-4.5;-5.5
86031000;238068007;-6.0;-6.0
163191004;60071006;-6.0;-6.0
84041000;707486007;-6.0;-6.5
78517009;39802000;-3.5;-4.5
286773003;705666000;-5.5;-5.5
307307007;781369008;-5.0;-6.5
115612007;392078001;-6.5;-6.5
278629006;94062002;-5.0;-6.0
731194004;366649008;-4.5;-4.5
13240009;421489005;-7.0;-8.5
259799004;11548008;-6.5;-8.5
82652006;295686005;-4.0;-4.0
315412001;29849006;-6.5;-6.5
112932002;266003001;-4.0;-5.0
104583003;285267007;-6.5;-8.0
321368001;447561005;-3.5;-3.5
51479008;459119005;-7.5;-10.0
37644003;444569004;-7.0;-9.0
412528004;78005000;-3.0;-3.0
404937000;185620004;-3.5;-3.5
11002007;702788003;-5.5;-5.5
234630002;296707004;-2.5;-3.5
780782007;251591000;-5.0;-5.0
133595008;307352005;-11.0;-11.5
128406008;239928004;-4.5;-6.0
449775008;423200000;-7.0;-7.0
86574009;15629541000119106;-8.0;-8.5
171008008;387810008;-3.5;-3.5
403739000;449422005;-3.5;-3.5
445926009;15676481000119107;-5.5;-6.5
438221007;243503007;-7.0;-7.0
716595001;785707001;-3.5;-3.5
208963001;736949008;-2.5;-3.5
258813002;225392000;-5.0;-5.0
227371001;131615008;-10.5;-10.5
764347005;27382006;-4.0;-4.0
25991003;46474006;-6.5;-9.5
719238004;256870002;-4.0;-4.0
260302005;416644000;-3.0;-3.0
31131000119101;179889001;-5.0;-5.0
738404007;25667005;-7.5;-8.0
243103003;86297008;-5.0;-5.5
701763009;239798004;-6.5;-7.0
206356004;273455003;-3.5;-3.5
8506005;2678008;-7.0;-7.5
396211008;253711009;-3.5;-4.0
414671002;15952141000119106;-4.5;-6.5
49335001;159446005;-5.5;-5.5
285983002;33793000;-6.5;-6.5
228151002;115725005;-4.5;-4.5
229610009;178705008;-3.0;-3.5
772657004;228673008;-4.0;-4.5
721581002;37148004;-6.5;-6.5
241825003;423076000;-4.0;-4.0
779353007;415773002;-3.5;-3.5
730473001;216325001;-7.5;-8.0
25783003;83904006;-7.0;-8.0
463635006;246213008;-4.5;-5.0
262618002;292448004;-3.0;-3.0
122360007;37086005;-5.5;-5.5
15984511000119103;25750005;-4.0;-4.0
84149000;11648002;-3.0;-3.0
731992004;394801008;-4.0;-7.5
76468001;280492005;-5.0;-5.0
178124003;308461008;-3.0;-3.5
330748009;42502008;-3.5;-4.5
672471000119105;346754000;-5.5;-5.5
10769002;226976006;-4.5;-4.5
106899001;697961006;-6.0;-6.0
130314008;214574001;-5.0;-5.0
271711003;726944009;-6.0;-6.0
437761005;249914008;-6.5;-7.0
87887001;166314008;-5.5;-5.5
37695001;266330004;-2.5;-4.0
182807005;2556008;-4.0;-4.5
420175004;15632011000119105;-4.5;-4.5
698237009;705681006;-6.0;-6.5
203531001;309180007;-4.5;-4.5
428087005;289263000;-3.5;-3.5
275217009;372998001;-5.0;-5.0
784357001;442854005;-5.5;-6.0
511000124109;319522000;-5.0;-6.0
250971009;708887007;-4.5;-5.0
774425008;228775006;-4.5;-4.5
705413009;86841001;-7.0;-7.0
124078008;173172000;-5.5;-6.0
784758008;737403003;-3.0;-3.0
371792008;66144000;-3.5;-4.0
294406007;10817741000119102;-4.0;-4.5
296045007;45534005;-3.0;-4.5
258057004;119568004;-5.5;-6.5
199771001;75020007;-5.0;-6.5
280515006;282027006;-7.0;-9.0
322440003;771772008;-0.5;-1.5
736486001;124678007;-5.0;-5.5
3528008;86277003;-6.0;-6.0
374886009;767223006;-5.5;-5.5
4444008;407728004;-5.0;-5.0
179654001;29962006;-3.5;-3.5
700456002;245700005;-5.0;-5.5
900000000000543003;210565009;-5.0;-5.5
43776003;29273006;-5.0;-6.0
277756000;115936008;-5.5;-5.5
41080008;737589003;-3.5;-4.5
373664004;10836821000119106;-5.0;-5.5
38589006;457271000124106;-3.0;-5.0
20841001;304131000119106;-10.5;-10.5
107474002;58205009;-5.0;-5.0
290044002;17753007;-2.5;-3.5
399389000;373019000;-3.5;-4.5
118215003;364220007;-5.0;-5.0
110871007;423201001;-5.0;-5.0
91237008;733211007;-8.0;-8.0
761986001;175268008;-5.0;-5.5
9210000;277642008;-3.0;-4.5
723170000;386076002;-3.5;-4.0
112982007;65572006;-5.0;-6.5
423947001;23251005;-6.0;-6.0
139481001;124932002;-4.5;-4.5
59717000;465691003;-5.5;-6.5
413457006;297029000;-4.5;-4.5
226717001;385850007;-5.0;-5.0
209064001;402638007;-2.5;-4.0
218957003;763869003;-2.0;-3.0
8926000;273286007;-3.0;-3.0
283961004;387239001;-4.5;-4.5
116774003;120676000;-3.0;-5.0
233397000;74531004;-2.5;-3.5
392342003;287006005;-5.0;-5.0
1876007;112681002;-6.0;-7.0
702105009;83798008;-5.0;-7.0
124634003;121259003;-5.5;-5.5
125594001;238353002;-3.5;-4.0
710066005;213195005;-2.0;-3.0
248848000;541000119105;-3.5;-3.5
726200001;1076661000119106;-1.5;-2.5
12237831000119108;408562003;-3.0;-3.0
16833281000119106;250404007;-4.0;-4.0
440300008;118248003;-5.0;-5.5
85287005;711000087105;-5.5;-5.5
235589008;773661002;-4.0;-5.0
131855008;180018000;-8.0;-8.0
278966002;699571006;-6.0;-6.0
364036001;721623006;-5.0;-5.5
272827004;717760006;-7.0;-7.5
733820006;78233008;-5.0;-5.5
60326009;59105009;-6.0;-6.0
258143003;282000007;-3.5;-4.0
434438003;724982004;-6.0;-7.0
37549003;407871002;-7.5;-8.5
80388004;17938006;-6.0;-6.0
172230002;418443006;-4.0;-4.0
224683003;418902003;-5.5;-6.0
116230001;1264004;-5.5;-7.0
172538005;8553008;-5.0;-7.5
182350006;69853009;-5.5;-7.0
723375004;467238001;-4.5;-4.5
165570002;254729005;-3.5;-4.0
729694009;66761007;-5.0;-6.5
782062009;243527009;-6.5;-6.5
698053001;16002551000119103;-3.0;-4.5
705662003;467573003;-2.0;-2.5
217684002;461651000124104;-3.5;-3.5
297278001;442029006;-4.5;-5.5
720766002;227282006;-6.5;-7.0
390786002;431670008;-2.5;-3.0
700656006;434282005;-5.0;-6.0
29982005;774119001;-7.5;-8.5
231449007;216589008;-2.5;-2.5
81776007;707281000;-2.0;-4.0
411645000;401746003;-4.0;-5.5
327701002;407175008;-5.5;-6.5
227273000;236690002;-6.5;-7.0
159613005;361450001;-0.5;-0.5
176352005;160270001;-3.0;-3.0
707012008;779051001;-4.5;-5.5
214676009;104980007;-6.0;-6.5
164947007;421611008;-4.5;-4.5
292017003;734445005;-2.5;-2.5
272088006;15713161000119100;-4.0;-5.0
720177001;714442000;-3.5;-3.5
328301000119102;421439002;-4.5;-4.5
782180003;225827005;-5.0;-5.0
698028004;253148005;-5.0;-6.0
210368005;385619008;-5.5;-7.0
441630004;45814002;-1.5;-1.5
463907009;15509004;-4.0;-4.0
398425004;730416000;-7.0;-7.5
78174002;63827005;-6.0;-6.5
