
GO Id1;GO Id1;CosineNormWeightedJiangConrath;AncSPLCosineNormWeightedJiangConrath
GO:0021567;GO:0060890;0.0732764621253833;0.0732764621253833
GO:0005141;GO:0045643;0.0032475523859828437;0.0032475523859828437
GO:1904113;GO:0047141;0.0;0.0
GO:0072610;GO:0080007;0.0;0.0
GO:0036076;GO:0051318;0.010124569335015154;0.010124569335015154
GO:0089709;GO:0019518;0.09436425761418787;0.04654884360867062
GO:0004808;GO:0002053;0.00516938468400463;0.00516938468400463
GO:0010280;GO:0072010;0.006965400670702615;0.006965400670702615
GO:0014017;GO:0061779;0.0012931823312720692;0.0012931823312720692
GO:0101031;GO:1904565;0.020624093659995957;0.020624093659995957
GO:0099518;GO:0008410;0.09096913608761148;0.09096913608761148
GO:1902362;GO:0005163;0.0;0.0
GO:0035247;GO:0006787;0.2092909787157402;0.2092909787157402
GO:0002899;GO:0101014;0.0;0.0
GO:0031902;GO:0007163;0.06271292312165777;0.06271292312165777
GO:0140214;GO:0090231;0.11676241844746371;0.08990186834505642
GO:0071035;GO:0071173;0.07206161354578478;0.04173938199371452
GO:0017012;GO:0050970;0.006340278250601017;0.006340278250601017
GO:0006050;GO:0051980;0.008630504734134292;0.008630504734134292
GO:0075193;GO:0010449;0.010124569335015154;0.010124569335015154
GO:2001011;GO:0097583;0.0;0.0
GO:0006352;GO:0048653;0.018620810416415057;0.018620810416415057
GO:0102561;GO:0034526;0.03363434414841204;0.03363434414841204
GO:0102842;GO:0102928;0.03363434414841204;0.03363434414841204
GO:0004396;GO:0097298;0.00516938468400463;0.00516938468400463
GO:1900859;GO:0072304;0.05780103219110744;0.05107521365983936
GO:0048163;GO:0006785;0.0019093682610994422;0.0019093682610994422
GO:0150020;GO:0010444;0.14979556783253645;0.14979556783253645
GO:0099038;GO:0009743;0.03784398856756277;0.03784398856756277
GO:1901279;GO:1990119;0.0;0.0
GO:0009171;GO:0004749;0.0032475523859827327;0.0032475523859827327
GO:1902886;GO:0043512;0.0;0.0
GO:0047577;GO:1902565;0.0012931823312720692;0.0012931823312720692
GO:0044681;GO:0033074;0.0012931823312721802;0.0012931823312721802
GO:1903857;GO:0039526;0.2129134630389321;0.05458698886399649
GO:0010259;GO:0047948;0.0012931823312720692;0.0012931823312720692
GO:0051795;GO:0102423;0.0;0.0
GO:0046096;GO:0055060;0.03591819000959928;0.03591819000959928
GO:1990826;GO:0034408;0.00516938468400463;0.00516938468400463
GO:0003115;GO:0070927;0.09384207921737697;0.03924215938343045
GO:0006060;GO:0019870;0.008630504734134292;0.008630504734134292
GO:2001013;GO:1904150;0.006340278250601017;0.006340278250601017
GO:0031353;GO:0010259;0.00516938468400463;0.00516938468400463
GO:0032014;GO:0090694;0.0;0.0
GO:0048523;GO:1900787;0.2268018638346243;0.2268018638346243
GO:0018749;GO:0003410;0.0;0.0
GO:1904492;GO:0061976;0.0012931823312720692;0.0012931823312720692
GO:0032059;GO:0048596;0.0;0.0
GO:0047586;GO:1904929;0.020662108306691795;0.020662108306691795
GO:0043053;GO:0043000;0.0019093682610994422;0.0019093682610994422
GO:0044557;GO:0004852;0.00516938468400463;0.00516938468400463
GO:0031363;GO:1903869;0.08606621197687503;0.026508290956902658
GO:1904180;GO:0002333;0.047341760620733364;0.016138981113738238
GO:0002313;GO:0031308;0.016577500112365695;0.016577500112365695
GO:0051988;GO:0098671;0.04806850603221913;0.041362555228207865
GO:0097108;GO:1901096;0.0032475523859828437;0.0032475523859828437
GO:0071048;GO:0008194;0.07406698018056945;0.07406698018056945
GO:0018020;GO:0002938;0.39441257748075187;0.39441257748075187
GO:0015633;GO:0031855;0.032209957944118406;0.032209957944118406
GO:1900581;GO:0019367;0.27672270552680167;0.27672270552680167
GO:0016780;GO:0031532;0.04007482625639802;0.04007482625639802
GO:2000261;GO:0004587;0.0;0.0
GO:0042000;GO:0044028;0.030108577859050634;0.018620810416415057
GO:0071265;GO:0047411;0.015439816726457556;0.015439816726457556
GO:0021512;GO:0048597;0.019052807520108628;0.0019093682610994422
GO:0016632;GO:0060971;0.0032475523859827327;0.0032475523859827327
GO:0004948;GO:1902252;0.0;0.0
GO:1900186;GO:0002259;0.0019093682610994422;0.0019093682610994422
GO:0061917;GO:1904431;0.0;0.0
GO:0090376;GO:0044524;0.04173938199371452;0.04173938199371452
GO:0071941;GO:0150200;0.059218113089753666;0.059218113089753666
GO:2000261;GO:1903287;0.07147008816546041;0.07013677293315834
GO:0099168;GO:0048539;0.0;0.0
GO:0050946;GO:0021789;0.010124569335015154;0.010124569335015154
GO:1904746;GO:0098580;0.017659469861526222;0.017659469861526222
GO:0010357;GO:0000455;0.0;0.0
GO:0034352;GO:0034264;0.049693222035640305;0.049693222035640305
GO:0071376;GO:0001541;0.0019093682610994422;0.0019093682610994422
GO:1901024;GO:0052705;0.0;0.0
GO:0003019;GO:0000718;0.0053252929238822855;0.0019093682610994422
GO:0007320;GO:0036400;0.0;0.0
GO:0043250;GO:0102735;0.020662108306691795;0.020662108306691795
GO:0075218;GO:0001949;0.09357765591677847;0.09357765591677847
GO:0036304;GO:0086015;0.0019093682610994422;0.0019093682610994422
GO:0098907;GO:0050501;0.0;0.0
GO:0007540;GO:0009933;0.0732764621253833;0.0732764621253833
GO:0061713;GO:0050782;0.0;0.0
GO:0102261;GO:0051620;0.0;0.0
GO:0018237;GO:1903936;0.0;0.0
GO:0032343;GO:0102059;0.0;0.0
GO:1904366;GO:0016891;0.020624093659995957;0.020624093659995957
GO:0080049;GO:0021742;0.0;0.0
GO:0007315;GO:1904064;0.06532541081278553;0.06532541081278553
GO:0047914;GO:0046776;0.0012931823312720692;0.0012931823312720692
GO:0097333;GO:0045434;0.0019093682610994422;0.0019093682610994422
GO:0006740;GO:2000536;0.013341154631028695;0.013341154631028695
GO:0030539;GO:0035598;0.0;0.0
GO:0045685;GO:0046505;0.05227184805509466;0.05227184805509466
GO:0042613;GO:1903215;0.0032475523859828437;0.0032475523859828437
GO:0048902;GO:1990194;0.0019093682610994422;0.0019093682610994422
GO:0009348;GO:1902307;0.012969116350931786;0.012969116350931786
GO:1900677;GO:0033479;0.006340278250601017;0.006340278250601017
GO:0045950;GO:2000347;0.07193308906885088;0.04210965618844775
GO:1905319;GO:1905438;0.02844366653775854;0.02844366653775854
GO:0046269;GO:0035517;0.0;0.0
GO:0042544;GO:2000795;0.0019093682610994422;0.0019093682610994422
GO:0042890;GO:0043163;0.0;0.0
GO:0008758;GO:0032328;0.008630504734134292;0.008630504734134292
GO:0072248;GO:0031839;0.0;0.0
GO:0003073;GO:0052898;0.03329134463653005;0.03329134463653005
GO:0031300;GO:0033573;0.21173842095420625;0.21173842095420625
GO:0043972;GO:1900548;0.07982264929544247;0.07982264929544247
GO:0072027;GO:0010308;0.0032475523859828437;0.0032475523859828437
GO:0000491;GO:0031273;0.018620810416415168;0.018620810416415168
GO:0102406;GO:0102046;0.03363434414841204;0.03363434414841204
GO:0031554;GO:0035911;0.03374312239945987;0.03374312239945987
GO:0031664;GO:0080139;0.00516938468400463;0.00516938468400463
GO:0047199;GO:0000167;0.0;0.0
GO:0004990;GO:0048393;0.0;0.0
GO:0033041;GO:0033752;0.032209957944118406;0.032209957944118406
GO:0048012;GO:0021742;0.0019093682610994422;0.0019093682610994422
GO:0050178;GO:0007588;0.010176771768312554;0.010176771768312554
GO:0051138;GO:1904737;0.08796188606294553;0.08796188606294553
GO:0019458;GO:0070800;0.0019093682610994422;0.0019093682610994422
GO:0150153;GO:0046898;0.01459088163725164;0.006340278250601017
GO:0031797;GO:0060855;0.0;0.0
GO:0003424;GO:0047332;0.0;0.0
GO:0032424;GO:0045862;0.2683865302031825;0.25521929843346025
GO:0034029;GO:0009553;0.0;0.0
GO:0050734;GO:0050698;0.17099991806089476;0.17099991806089476
GO:0021776;GO:0016303;0.0;0.0
GO:0000327;GO:0010223;0.0;0.0
GO:0046600;GO:0071142;0.0012931823312720692;0.0012931823312720692
GO:0120093;GO:0097453;0.0012931823312720692;0.0012931823312720692
GO:0004483;GO:0000941;0.0;0.0
GO:0097443;GO:0140112;0.0032475523859827327;0.0032475523859827327
GO:0033473;GO:0005753;0.00516938468400463;0.00516938468400463
GO:0019579;GO:0048780;0.016138981113738238;0.016138981113738238
GO:0015839;GO:0043054;0.0019093682610994422;0.0019093682610994422
GO:1900047;GO:0047770;0.015439816726457556;0.015439816726457556
GO:0010426;GO:0031787;0.0;0.0
GO:1904786;GO:1905807;0.16009185597756648;0.1098573722097943
GO:0045952;GO:0072168;0.010124569335015154;0.010124569335015154
GO:0030426;GO:0060817;0.008630504734134292;0.008630504734134292
GO:0022036;GO:0071188;0.0;0.0
GO:0050503;GO:0047084;0.03363434414841204;0.03363434414841204
GO:0150001;GO:0033720;0.0;0.0
GO:0050373;GO:0019409;0.0;0.0
GO:0071391;GO:0102915;0.0;0.0
GO:0080065;GO:0061992;0.0176607500503404;0.0176607500503404
GO:0034073;GO:0090396;0.0;0.0
GO:0110068;GO:0070564;0.0;0.0
GO:0015361;GO:0043278;0.0012931823312720692;0.0012931823312720692
GO:0140238;GO:0030775;0.00516938468400463;0.00516938468400463
GO:1903370;GO:0031785;0.0;0.0
GO:0046907;GO:0061148;0.1694387382689947;0.1694387382689947
GO:1900454;GO:0043732;0.0;0.0
GO:0072030;GO:1990418;0.006340278250601017;0.006340278250601017
GO:0004924;GO:0007606;0.012969116350931675;0.012969116350931675
GO:0032668;GO:0102973;0.008630504734134292;0.008630504734134292
GO:0090660;GO:0005528;0.0;0.0
GO:0000823;GO:0016561;0.0;0.0
GO:0034762;GO:0021719;0.11316132985807492;0.11316132985807492
GO:0072108;GO:0140299;0.01869142981949079;0.01869142981949079
GO:0031847;GO:0072195;0.0;0.0
GO:0010790;GO:0062183;0.0;0.0
GO:0018919;GO:0061761;0.0;0.0
GO:0098771;GO:0102803;0.06350234425604007;0.06350234425604007
GO:0097416;GO:0097183;0.05960066327706226;0.05960066327706226
GO:0010069;GO:0051361;0.01766075005034029;0.01766075005034029
GO:0060910;GO:0016471;0.0012931823312720692;0.0012931823312720692
GO:0004359;GO:0009425;0.0;0.0
GO:0033953;GO:0061738;0.0;0.0
GO:0009804;GO:0045312;0.190241747840999;0.11544047906782196
GO:0000839;GO:0099136;0.00516938468400463;0.00516938468400463
GO:1901766;GO:0120186;0.016138981113738238;0.016138981113738238
GO:0042494;GO:0061615;0.10782537092982414;0.054766993532594954
GO:0035550;GO:0050575;0.0;0.0
GO:0110131;GO:1902840;0.0012931823312720692;0.0012931823312720692
GO:0016336;GO:0070037;0.00516938468400463;0.00516938468400463
GO:0010437;GO:0016703;0.5204676942862716;0.5204676942862716
GO:0052417;GO:1902182;0.12049523559008635;0.006340278250601017
GO:1902458;GO:0051229;0.0019093682610994422;0.0019093682610994422
GO:0019310;GO:0016078;0.21354830141618109;0.166697959363715
GO:0021843;GO:0043865;0.02406350869711693;0.02406350869711693
GO:0045041;GO:0098713;0.2539730053537087;0.2539730053537087
GO:0032265;GO:0071554;0.10657983857823283;0.10657983857823283
GO:0070404;GO:0035611;0.0;0.0
GO:0001958;GO:2000999;0.0019093682610994422;0.0019093682610994422
GO:0061223;GO:0048294;0.0074703514225791245;0.0019093682610994422
GO:0075113;GO:0120142;0.23099919581926787;0.04210965618844775
GO:0006030;GO:0045231;0.2857756968315782;0.1017991298746943
GO:0035815;GO:0032249;0.2108629443717912;0.20586213576178714
GO:0002200;GO:0045725;0.05227184805509466;0.05227184805509466
GO:1903795;GO:0000500;0.019678244951266466;0.019678244951266466
GO:0102232;GO:0043904;0.03363434414841204;0.03363434414841204
GO:0051564;GO:0030060;0.0;0.0
GO:0046607;GO:0015499;0.016577500112365695;0.016577500112365695
GO:1900671;GO:0036310;0.0;0.0
GO:0051693;GO:0033454;0.0032475523859827327;0.0032475523859827327
GO:0050937;GO:0061920;0.008630504734134292;0.008630504734134292
GO:0009584;GO:0030759;0.0032475523859827327;0.0032475523859827327
GO:0035358;GO:0021850;0.010124569335015154;0.010124569335015154
GO:0006573;GO:0014853;0.03714632019666053;0.018620810416415057
GO:0071605;GO:0001559;0.0019093682610994422;0.0019093682610994422
GO:0033209;GO:2000801;0.07986727981100117;0.05107521365983936
GO:0097622;GO:1903554;0.0176607500503404;0.0176607500503404
GO:0014001;GO:0032385;0.006340278250601017;0.006340278250601017
GO:0016078;GO:0004062;0.0012931823312720692;0.0012931823312720692
GO:0033096;GO:0034852;0.0;0.0
GO:0075346;GO:0044075;0.28375898471094163;0.28375898471094163
GO:1903557;GO:0035336;0.06522903217122678;0.04574788752423087
GO:0035433;GO:0050122;0.0012931823312720692;0.0012931823312720692
GO:0010222;GO:1901254;0.0019093682610994422;0.0019093682610994422
GO:2000393;GO:0015825;0.010124569335015154;0.010124569335015154
GO:0044674;GO:0035116;0.0;0.0
GO:0009159;GO:0140060;0.05751350884958972;0.05751350884958972
GO:0044803;GO:0097150;0.0392959975542172;0.02476911504229451
GO:0061006;GO:0044511;0.020856219681191446;0.020856219681191446
GO:0035681;GO:0001666;0.0368387052579211;0.020856219681191446
GO:0006714;GO:0014803;0.024850426048538043;0.024850426048538043
GO:0035141;GO:0046691;0.016577500112365695;0.016577500112365695
GO:0044391;GO:0003295;0.017659469861526333;0.017659469861526333
GO:1902336;GO:0098558;0.0;0.0
GO:0045935;GO:0019577;0.21145018332682286;0.21145018332682286
GO:0090356;GO:0102438;0.0012931823312720692;0.0012931823312720692
GO:0019871;GO:0062023;0.01423968686409316;0.01423968686409316
GO:0032552;GO:0031119;0.025612369199158103;0.025612369199158103
GO:0050561;GO:0030544;0.020662108306691906;0.020662108306691906
GO:0099000;GO:1904329;0.0065520703851084106;0.0019093682610994422
GO:0061101;GO:0019821;0.010176771768312554;0.010176771768312554
GO:0036515;GO:0000911;0.03591819000959917;0.03591819000959917
GO:0050415;GO:0102714;0.03363434414841204;0.03363434414841204
GO:0033402;GO:1900425;0.015439816726457556;0.015439816726457556
GO:0071865;GO:0034659;0.02476911504229451;0.02476911504229451
GO:0035198;GO:0071283;0.0;0.0
GO:0035695;GO:0046587;0.0019093682610994422;0.0019093682610994422
GO:0047451;GO:0018400;0.0;0.0
GO:0106059;GO:0010369;0.0032475523859828437;0.0032475523859828437
GO:2001202;GO:0070503;0.012834835331746564;0.006340278250601017
GO:0072019;GO:0098716;0.006340278250601017;0.006340278250601017
GO:1990352;GO:0062026;0.0;0.0
GO:1990250;GO:0090250;0.0;0.0
GO:0030296;GO:1901536;0.0032475523859828437;0.0032475523859828437
GO:0005616;GO:1990503;0.05960066327706226;0.05960066327706226
GO:0044871;GO:0019298;0.004041228839756106;0.0019093682610994422
GO:1902549;GO:0047858;0.0;0.0
GO:0001591;GO:1901048;0.0;0.0
GO:0034195;GO:0102469;0.0;0.0
GO:0032710;GO:0017133;0.0012931823312720692;0.0012931823312720692
GO:0035764;GO:0002641;0.0019093682610994422;0.0019093682610994422
GO:0102156;GO:0050534;0.03363434414841204;0.03363434414841204
GO:0097081;GO:0019731;0.06968803437729376;0.02476911504229451
GO:0002895;GO:0004060;0.012969116350931675;0.012969116350931675
GO:0045538;GO:0006433;0.017836420008715215;0.006340278250601017
GO:0071810;GO:0070146;0.04545397162803455;0.0019093682610994422
GO:0031110;GO:0008666;0.02153258909816047;0.02153258909816047
GO:0060199;GO:0016849;0.01423968686409316;0.01423968686409316
GO:0047662;GO:0044805;0.0;0.0
GO:0006791;GO:0018522;0.0;0.0
GO:0043798;GO:0003045;0.0032475523859827327;0.0032475523859827327
GO:0075189;GO:0045230;0.010124569335015154;0.010124569335015154
GO:0016334;GO:0016746;0.17010823717903067;0.17010823717903067
GO:0016165;GO:0035132;0.00516938468400463;0.00516938468400463
GO:0043731;GO:0050561;0.03363434414841204;0.03363434414841204
GO:0005590;GO:0045098;0.05960066327706226;0.05960066327706226
GO:0032907;GO:0003896;0.0;0.0
GO:1905321;GO:0085014;0.0019093682610994422;0.0019093682610994422
GO:0072611;GO:0062085;0.0019093682610994422;0.0019093682610994422
GO:0102867;GO:0075045;0.0032475523859827327;0.0032475523859827327
GO:0018050;GO:1902645;0.10403201116691341;0.10403201116691341
GO:0000350;GO:0047498;0.0;0.0
GO:0006843;GO:0051704;0.17234261310623855;0.10936725179654383
GO:0060918;GO:0019301;0.05423358309886028;0.03245149342758091
GO:1905678;GO:0061249;0.0019093682610994422;0.0019093682610994422
GO:0033560;GO:0072335;0.0032475523859828437;0.0032475523859828437
GO:0015891;GO:0098542;0.17326648989042537;0.11942238942136207
GO:0080060;GO:1904315;0.0012931823312720692;0.0012931823312720692
GO:0043993;GO:1990570;0.0;0.0
GO:0043811;GO:0019210;0.06861399359603704;0.06861399359603704
GO:0032887;GO:0030099;0.11942238942136207;0.11942238942136207
GO:0003086;GO:0043086;0.15939573322169087;0.15939573322169087
GO:0072209;GO:0038094;0.07080772477853481;0.04173938199371452
GO:1905696;GO:0061073;0.010124569335015154;0.010124569335015154
GO:0046000;GO:0043170;0.23148549182745115;0.19462975756323764
GO:0033407;GO:0008267;0.10559493167797618;0.10559493167797618
GO:0048477;GO:0098952;0.0032475523859827327;0.0032475523859827327
GO:0047912;GO:0090545;0.0012931823312720692;0.0012931823312720692
GO:0002547;GO:0030057;0.0;0.0
GO:1903224;GO:1903057;0.08125362532731595;0.06356508828014418
GO:0090553;GO:0098867;0.0;0.0
GO:0047949;GO:0001616;0.020662108306691795;0.020662108306691795
GO:0071858;GO:0150019;0.0012931823312720692;0.0012931823312720692
GO:0030375;GO:0007637;0.0;0.0
GO:0071587;GO:0102028;0.0;0.0
GO:0043551;GO:0102891;0.008630504734134292;0.008630504734134292
GO:0047882;GO:0033044;0.08936145967009179;0.08936145967009179
GO:0004991;GO:0042548;0.008630504734134292;0.008630504734134292
GO:0051574;GO:0010952;0.523908579792532;0.523908579792532
GO:0071754;GO:0075280;0.012969116350931786;0.012969116350931786
GO:0052860;GO:0004357;0.03363434414841204;0.03363434414841204
GO:0052544;GO:0002901;0.024272067118443208;0.01766075005034029
GO:0051025;GO:0003042;0.11745074222639551;0.01708226767072707
GO:0100011;GO:0086007;0.006965400670702615;0.006965400670702615
GO:0000911;GO:0014888;0.043199366848690746;0.043199366848690746
GO:2000126;GO:0071209;0.00516938468400463;0.00516938468400463
GO:0031069;GO:1990879;0.0;0.0
GO:2000424;GO:0036412;0.0;0.0
GO:0043612;GO:0044873;0.02844366653775854;0.02844366653775854
GO:0002727;GO:0036165;0.04713051139751956;0.010124569335015154
GO:1901575;GO:0034937;0.13541244827206267;0.13541244827206267
GO:1990760;GO:0090594;0.0;0.0
GO:1904585;GO:0044772;0.03245119441715305;0.026508290956902658
GO:0062183;GO:0010777;0.0;0.0
GO:0032478;GO:1902211;0.0032475523859828437;0.0032475523859828437
GO:0001406;GO:2001039;0.015439816726457556;0.015439816726457556
GO:0019315;GO:1903226;0.0019093682610994422;0.0019093682610994422
GO:1901220;GO:0072181;0.016138981113738238;0.016138981113738238
GO:0071162;GO:0098940;0.0;0.0
GO:0006732;GO:1902228;0.10213166742823776;0.10213166742823776
GO:1905311;GO:0030832;0.297957608812925;0.11764137769385874
GO:0042416;GO:0071052;0.0012931823312720692;0.0012931823312720692
GO:0043259;GO:0044536;0.0012931823312720692;0.0012931823312720692
GO:1903297;GO:0046772;0.04739267434216765;0.006340278250601017
GO:0120085;GO:0000088;0.0019093682610994422;0.0019093682610994422
GO:2000296;GO:0031985;0.00516938468400463;0.00516938468400463
GO:0102601;GO:0018890;0.0;0.0
GO:0021717;GO:0071955;0.0019093682610994422;0.0019093682610994422
GO:0072587;GO:1901118;0.0;0.0
GO:0060074;GO:0061566;0.0176607500503404;0.0176607500503404
GO:1903670;GO:1900571;0.02965525595431029;0.02965525595431029
GO:1901154;GO:0001081;0.056559925559889535;0.01766075005034029
GO:0045545;GO:0043970;0.0;0.0
GO:0090721;GO:0120019;0.0;0.0
GO:0043208;GO:0062081;0.059406536507791485;0.059406536507791485
GO:0019099;GO:0004309;0.0;0.0
GO:0060092;GO:0000328;0.010176771768312554;0.010176771768312554
GO:0010632;GO:0044511;0.09681577094461746;0.09681577094461746
GO:0016463;GO:0031714;0.032209957944118406;0.032209957944118406
GO:0010903;GO:0010901;0.9194732455921272;0.9194732455921272
GO:0060945;GO:0018026;0.02844366653775854;0.02844366653775854
GO:0050715;GO:0000373;0.18773412277240376;0.04882792233868882
GO:0034906;GO:1905842;0.0;0.0
GO:0097303;GO:0060691;0.0176607500503404;0.0176607500503404
GO:0071835;GO:0045030;0.0;0.0
GO:0006776;GO:0043884;0.0012931823312720692;0.0012931823312720692
GO:0075286;GO:2000282;0.24823788033787053;0.20608749238891066
GO:0021975;GO:0000288;0.0176607500503404;0.0176607500503404
GO:1904480;GO:0033395;0.07075656092202143;0.03509492808246162
GO:0004954;GO:1903227;0.029101549318347075;0.029101549318347075
GO:0010022;GO:0000345;0.0012931823312720692;0.0012931823312720692
GO:1904578;GO:2001064;0.0012931823312720692;0.0012931823312720692
GO:0002291;GO:0061290;0.02844366653775854;0.02844366653775854
GO:0060392;GO:0150113;0.2262834118352275;0.2262834118352275
GO:2000514;GO:0019079;0.15491867308849516;0.134315270305695
GO:2000832;GO:0007508;0.0281316950230458;0.0281316950230458
GO:1903074;GO:0015736;0.04173938199371452;0.04173938199371452
GO:0045898;GO:0009703;0.0032475523859827327;0.0032475523859827327
GO:0103066;GO:0014838;0.0;0.0
GO:0047813;GO:0035875;0.0012931823312720692;0.0012931823312720692
GO:0015444;GO:0099615;0.020662108306691795;0.020662108306691795
GO:0046003;GO:1904850;0.14365285467730537;0.1098573722097943
GO:0010763;GO:0071868;0.0324514934275808;0.0324514934275808
GO:0044831;GO:1990508;0.00516938468400463;0.00516938468400463
GO:1901933;GO:0052421;0.15521474429314752;0.11308028741335707
GO:0004452;GO:0004333;0.03363434414841204;0.03363434414841204
GO:0038096;GO:0061570;0.04871925136642674;0.0176607500503404
GO:0019250;GO:0009002;0.0;0.0
GO:0046693;GO:0005823;0.0012931823312720692;0.0012931823312720692
GO:1902334;GO:0047743;0.0;0.0
GO:0051116;GO:1990153;0.0;0.0
GO:0097338;GO:0021501;0.0019093682610994422;0.0019093682610994422
GO:1990061;GO:1990709;0.00516938468400463;0.00516938468400463
GO:0031411;GO:0090112;0.0;0.0
GO:0035074;GO:0097524;0.0;0.0
GO:1901099;GO:0098927;0.04308420226949272;0.018620810416415057
GO:0097199;GO:0047036;0.03363434414841193;0.03363434414841193
GO:0009139;GO:0033498;0.33037656285752715;0.17122478711940547
GO:1900352;GO:0051153;0.13569002353840987;0.12401572793704563
GO:0110083;GO:0043197;0.0012931823312720692;0.0012931823312720692
GO:0062212;GO:2000380;0.18122645189101583;0.11290642855894129
GO:0019194;GO:0072352;0.016577500112365695;0.016577500112365695
GO:0044557;GO:0038187;0.02974410967963581;0.02974410967963581
GO:0055046;GO:0019516;0.0019093682610994422;0.0019093682610994422
GO:0052777;GO:0062144;0.0012931823312720692;0.0012931823312720692
GO:0036106;GO:0006884;0.00516938468400463;0.00516938468400463
GO:0098725;GO:0071635;0.05921811308975378;0.05921811308975378
GO:0098978;GO:1903123;0.016577500112365695;0.016577500112365695
GO:0032730;GO:2000358;0.21114421827315588;0.21114421827315588
GO:0050826;GO:0010332;0.36505569293285345;0.36505569293285345
GO:0033103;GO:1905736;0.01413418094851615;0.0019093682610994422
GO:0005368;GO:0006412;0.027067984692657476;0.027067984692657476
GO:0006606;GO:0030997;0.02965525595431029;0.02965525595431029
GO:1905762;GO:0055050;0.0;0.0
GO:0006955;GO:0102614;0.0591195704678652;0.0591195704678652
GO:0099052;GO:1903675;0.0019093682610994422;0.0019093682610994422
GO:1904583;GO:0071352;0.220028413643105;0.19895370394989786
GO:0051500;GO:0120061;0.0;0.0
GO:1903724;GO:0060886;0.0019093682610994422;0.0019093682610994422
