
GO Id1;GO Id1;Rada;AncSPLRada
GO:0048030;GO:0010939;-4.5;-4.5
GO:0015653;GO:0018028;-5.0;-6.5
GO:0061880;GO:0018000;-4.0;-5.5
GO:0043471;GO:0033979;-3.0;-5.5
GO:0015621;GO:1904502;-5.0;-5.5
GO:0039007;GO:1902713;-3.5;-3.5
GO:0007493;GO:0071432;-2.5;-4.0
GO:0042789;GO:0047526;-6.0;-6.0
GO:1904357;GO:0030961;-4.0;-5.5
GO:0021915;GO:0002176;-2.0;-3.0
GO:2000223;GO:0009700;-3.5;-5.0
GO:0050129;GO:0009521;-4.0;-4.0
GO:1903341;GO:0103001;-5.0;-5.0
GO:0032298;GO:0001569;-3.5;-5.0
GO:0002695;GO:0061130;-3.5;-3.5
GO:2000744;GO:1990169;-3.5;-3.5
GO:1902063;GO:2000360;-3.0;-3.5
GO:0038008;GO:0015328;-4.0;-4.0
GO:1900637;GO:1900152;-2.5;-3.0
GO:0035713;GO:1990535;-3.5;-4.5
GO:1905939;GO:1903894;-2.0;-2.0
GO:1904307;GO:0071679;-3.5;-4.0
GO:1902567;GO:0035731;-4.0;-4.0
GO:0019215;GO:0042868;-5.0;-5.0
GO:0033789;GO:0047565;-2.0;-2.0
GO:0060167;GO:0019279;-4.0;-5.0
GO:0098622;GO:0030268;-1.5;-1.5
GO:0035617;GO:0045335;-6.5;-6.5
GO:0035358;GO:1901512;-3.5;-4.0
GO:1900454;GO:0055103;-3.5;-3.5
GO:0048176;GO:1902769;-2.0;-3.5
GO:0044669;GO:1902093;-3.5;-4.5
GO:0030281;GO:1903435;-4.0;-4.5
GO:0030157;GO:0031427;-2.5;-2.5
GO:0098685;GO:0033549;-4.0;-4.0
GO:0098732;GO:0102246;-5.0;-5.0
GO:0014860;GO:0099004;-2.5;-2.5
GO:0061936;GO:1902295;-1.0;-1.0
GO:0015106;GO:0047501;-3.5;-3.5
GO:0033319;GO:0070620;-4.0;-4.0
GO:0060709;GO:0042735;-4.5;-4.5
GO:0097542;GO:0140082;-4.0;-4.0
GO:0061090;GO:0002557;-2.0;-3.0
GO:0007585;GO:1905442;-2.5;-2.5
GO:0061224;GO:0031610;-3.5;-3.5
GO:0005577;GO:1904990;-4.0;-4.0
GO:1901482;GO:0021950;-3.5;-4.5
GO:0046689;GO:0019828;-5.5;-5.5
GO:0006669;GO:0009666;-3.5;-3.5
GO:0120026;GO:0016100;-5.5;-6.0
GO:0046500;GO:0018979;0.0;0.0
GO:1904271;GO:0006781;-3.5;-3.5
GO:0062139;GO:0009531;-6.0;-6.0
;GO:0006033;-1.5;-1.5
GO:0042225;GO:1900179;-3.5;-4.5
GO:0043593;GO:0061330;-3.5;-3.5
GO:0070403;GO:0071592;-5.5;-5.5
GO:0051511;GO:0033689;-1.0;-1.0
GO:1900292;GO:0102324;-5.0;-5.0
GO:0001915;GO:0007504;-5.0;-5.0
GO:0034765;GO:0048876;-2.5;-3.5
GO:0010200;GO:1901125;-2.5;-2.5
GO:0046723;GO:0009126;-4.0;-5.0
GO:0061615;GO:0019308;-2.5;-3.0
GO:0102803;GO:0071009;-5.5;-5.5
GO:0042854;GO:0060092;-2.5;-4.0
GO:1900806;GO:0085014;-2.5;-2.5
GO:0008064;GO:0017181;-3.0;-3.0
GO:0043184;GO:0071905;-6.0;-6.5
GO:0034567;GO:0072614;-4.5;-4.5
GO:0098798;GO:0080152;-4.5;-4.5
GO:0005488;GO:0008354;-2.0;-2.0
GO:0033803;GO:0043595;-4.0;-4.0
GO:0035767;GO:0051251;-2.0;-4.5
GO:0071403;GO:0045402;-3.5;-4.0
GO:1990268;GO:1901118;-3.5;-3.5
GO:0034253;GO:0097116;-3.5;-5.5
GO:0062243;GO:0048495;-5.5;-5.5
GO:0030555;GO:0003135;-5.5;-6.0
GO:0007510;GO:1900437;-3.5;-3.5
GO:0090014;GO:0120165;-2.5;-2.5
GO:1903303;GO:0051392;-6.5;-6.5
GO:1905721;GO:0098582;-3.0;-3.0
GO:0030070;GO:0048891;-3.0;-3.0
GO:0002386;GO:0080147;-3.0;-3.5
GO:0044172;GO:1900698;-6.0;-6.0
GO:1902669;GO:1990836;-4.0;-4.0
GO:0062136;GO:0006220;-4.5;-4.5
GO:1990437;GO:0004720;-4.0;-4.0
GO:0044296;GO:0015670;-4.0;-4.0
GO:0051766;GO:0008078;-4.5;-5.0
GO:1900463;GO:0072494;-6.5;-7.0
GO:0047153;GO:0099165;-5.0;-5.0
GO:0033944;GO:1901580;-4.5;-6.5
GO:0009409;GO:0008649;-3.5;-3.5
GO:0006070;GO:1905947;-4.0;-4.0
GO:0043461;GO:0018043;-3.5;-6.0
GO:0070477;GO:1900792;-3.0;-3.0
GO:1990025;GO:0102317;-4.5;-4.5
GO:0062206;GO:0050463;-3.0;-3.0
GO:2000065;GO:0047671;-6.5;-6.5
GO:0046213;GO:0060173;-3.5;-3.5
GO:0016925;GO:0003688;-6.0;-7.5
GO:0010572;GO:0072582;-5.0;-5.5
GO:0102277;GO:0036224;-3.5;-3.5
GO:0018189;GO:0097143;-4.0;-4.0
GO:0010407;GO:0045949;-5.0;-5.0
GO:0032114;GO:1902267;-3.0;-3.5
GO:0032411;GO:1900349;-2.5;-2.5
GO:0050624;GO:0051544;-6.0;-6.5
GO:0035072;GO:0008521;-6.5;-7.0
GO:0046717;GO:0051736;-5.5;-6.0
GO:0034645;GO:0047039;-4.5;-4.5
GO:0102575;GO:0035765;-5.0;-5.0
GO:0047401;GO:0052322;-5.0;-5.5
GO:0072011;GO:0019529;-4.5;-4.5
GO:0034928;GO:0110108;-4.5;-5.0
GO:0055110;GO:0090127;-3.5;-4.5
GO:2000039;GO:0071057;-5.0;-5.5
GO:0009656;GO:0050820;-4.5;-4.5
GO:0048885;GO:0042847;-5.0;-5.5
GO:0060867;GO:0021995;-2.0;-2.0
GO:0048670;GO:0047629;-5.0;-5.0
GO:0021988;GO:0043720;-4.0;-4.0
GO:0006984;GO:0007420;-2.5;-2.5
GO:0007171;GO:0008745;-4.0;-5.0
GO:0006716;GO:0010108;-3.0;-3.0
GO:0044823;GO:0120177;-5.0;-5.0
GO:0060797;GO:0042458;-4.0;-4.0
GO:0032502;GO:0072400;-2.0;-3.0
GO:0044065;GO:0051778;-5.0;-5.0
GO:0034603;GO:0035708;-6.5;-6.5
GO:0034157;GO:0035297;-4.0;-5.0
GO:0006186;GO:0045526;-2.5;-2.5
GO:0050232;GO:0046273;-5.0;-5.0
GO:0034360;GO:0036519;-6.0;-6.0
GO:1905233;GO:0051560;-4.0;-5.0
GO:0102735;GO:0019215;-3.0;-3.0
GO:1901216;GO:0033783;-5.5;-5.5
GO:0043935;GO:0047031;-4.0;-4.0
GO:0030173;GO:0102510;-5.0;-5.0
GO:0030103;GO:1900459;-2.5;-4.5
GO:0010099;GO:2001156;-2.0;-3.0
GO:0072429;GO:0060433;-5.0;-5.0
GO:0060579;GO:0002748;-3.5;-3.5
GO:0090253;GO:0039553;-4.5;-4.5
GO:1901722;GO:0005616;-3.5;-3.5
GO:0008115;GO:0018723;-3.5;-3.5
GO:0017126;GO:0014038;-4.0;-5.5
GO:0018800;GO:0018195;-5.5;-6.0
GO:1903601;GO:0071301;-3.5;-4.0
GO:1990030;GO:0006950;-2.0;-2.0
GO:1903614;GO:0086050;-5.0;-5.5
GO:0002656;GO:0051053;-2.0;-2.5
GO:0018105;GO:0046079;-2.5;-2.5
GO:0045373;GO:1904875;-2.5;-2.5
GO:0044179;GO:1903599;-3.5;-5.0
GO:1903131;GO:0042151;-5.0;-5.0
GO:0014893;GO:0071981;-2.5;-2.5
GO:0042263;GO:1902392;-6.0;-6.5
GO:0048169;GO:0070405;-4.5;-4.5
GO:0038091;GO:0090654;-7.0;-7.0
GO:0031685;GO:1903202;-5.5;-5.5
GO:0039523;GO:0016039;-2.5;-3.5
GO:0051490;GO:0032561;-6.0;-6.5
GO:0005183;GO:0048314;-5.0;-5.0
GO:0070249;GO:0009611;-4.0;-5.5
GO:1990933;GO:0019649;-3.0;-3.5
GO:0010989;GO:1990227;-4.5;-5.5
GO:0016340;GO:0042017;-4.5;-4.5
GO:0043912;GO:0008111;-3.0;-3.0
GO:0043398;GO:0033082;-5.5;-6.0
GO:0046549;GO:0015628;-4.0;-4.0
GO:1900481;GO:2000165;-2.5;-3.5
GO:0061044;GO:0006038;-4.5;-5.5
GO:0090267;GO:1905401;-3.0;-4.0
GO:0030665;GO:0071993;-4.5;-5.5
GO:0014003;GO:0051729;-3.0;-3.0
GO:1902634;GO:1900943;-5.5;-6.5
GO:0016308;GO:0033193;-4.0;-4.0
GO:0061013;GO:0034667;-4.0;-5.0
GO:2000962;GO:0097457;-6.5;-6.5
GO:0018147;GO:0140060;-5.5;-6.5
GO:0032694;GO:0061579;-5.5;-6.0
GO:1903752;GO:1902891;-3.0;-3.0
GO:0030495;GO:0016250;-4.5;-4.5
GO:0097563;GO:0005337;-3.0;-3.0
GO:0001857;GO:0071340;-5.0;-5.0
GO:0050778;GO:0015513;-4.0;-5.0
GO:0031505;GO:1904811;-3.5;-4.5
GO:0008961;GO:0009046;-2.5;-2.5
GO:0044094;GO:0033544;-6.0;-6.0
GO:0030248;GO:0033221;-3.5;-3.5
GO:0004369;GO:0031345;-5.5;-5.5
GO:2000705;GO:0043711;-3.0;-4.0
GO:0062063;GO:0090008;-3.5;-3.5
GO:1903789;GO:0048674;-4.0;-5.0
GO:0098528;GO:0046642;-4.5;-6.0
GO:0051715;GO:0016695;-3.0;-3.0
GO:0004105;GO:0102105;-2.5;-2.5
GO:0046470;GO:0102832;-4.5;-4.5
GO:0044104;GO:0010327;-4.0;-4.0
GO:0016430;GO:0001525;-4.5;-4.5
GO:0034516;GO:0086071;-3.5;-3.5
GO:0034842;GO:0098722;-4.5;-4.5
GO:1990722;GO:1904313;-4.5;-5.5
GO:0015760;GO:0030926;-5.0;-6.0
GO:0018079;GO:0090187;-3.5;-3.5
GO:0052700;GO:0042264;-2.5;-3.5
GO:0060703;GO:0150023;-6.5;-7.0
GO:0102584;GO:0099151;-5.5;-6.0
GO:0048484;GO:0043541;-3.5;-3.5
GO:0002821;GO:0048624;-2.5;-3.5
GO:0090660;GO:1905462;-3.5;-4.5
GO:0031010;GO:1901454;-5.0;-5.0
GO:0097281;GO:0009803;-4.0;-4.5
GO:0048406;GO:0048713;-6.5;-7.0
GO:0071064;GO:1903305;-4.5;-5.0
GO:0003097;GO:1904806;-3.0;-4.5
GO:0030273;GO:0000213;-3.5;-3.5
GO:1902241;GO:0034052;-3.5;-4.5
GO:0009900;GO:0046038;-4.0;-4.0
GO:0075111;GO:0018263;-4.0;-6.0
GO:0060954;GO:0030655;-3.5;-3.5
GO:0043603;GO:0047097;-4.0;-4.0
GO:0071792;GO:0002327;-3.5;-3.5
GO:0008771;GO:0071886;-3.0;-3.0
GO:0090290;GO:0008327;-5.5;-5.5
GO:0002607;GO:0098759;-4.5;-5.0
GO:0072594;GO:0035598;-4.5;-5.0
GO:0070080;GO:1905935;-5.5;-5.5
GO:0098714;GO:0003093;-2.5;-4.0
GO:0033191;GO:0071848;-5.5;-5.5
GO:0018489;GO:1990674;-5.0;-5.0
GO:0002704;GO:0032562;-5.0;-5.0
GO:2000597;GO:0042272;-4.0;-4.0
GO:0044611;GO:0052544;-3.5;-3.5
GO:1990689;GO:0045542;-5.0;-6.5
GO:0150164;GO:0003297;-2.5;-4.0
GO:0008676;GO:0001965;-2.5;-2.5
GO:1990749;GO:0097540;-3.0;-3.0
GO:0046164;GO:0010913;-2.5;-4.0
GO:0050187;GO:0007438;-4.0;-4.0
GO:1905506;GO:0031469;-2.0;-2.0
GO:0001310;GO:0018441;-4.0;-4.0
GO:0035704;GO:0047462;-6.5;-6.5
GO:0030450;GO:2000450;-3.0;-3.0
GO:2001152;GO:1905156;-1.5;-1.5
GO:0061210;GO:0035883;-3.5;-4.0
GO:0031940;GO:0052020;-3.5;-6.0
GO:0032890;GO:1900509;-2.0;-2.5
GO:0046141;GO:0050252;-5.5;-5.5
GO:0018167;GO:1904651;-4.0;-7.0
GO:1903527;GO:0006851;-3.0;-5.5
GO:0043010;GO:0044523;-4.5;-4.5
GO:1904683;GO:1900931;-3.0;-4.5
GO:0097128;GO:0061123;-6.5;-7.5
GO:0070590;GO:1903944;-4.5;-5.5
GO:0045598;GO:0006620;-3.5;-4.5
GO:0048527;GO:0039536;-4.0;-5.0
GO:0051597;GO:0036530;-3.5;-3.5
GO:1902441;GO:0004951;-4.0;-4.0
GO:0047100;GO:1900770;-5.0;-5.5
GO:0001223;GO:0050082;-4.5;-4.5
GO:0047716;GO:1903297;-6.5;-6.5
GO:0097423;GO:0035585;-4.0;-4.0
GO:0033524;GO:0030694;-3.0;-3.0
GO:0099506;GO:1900689;-3.5;-4.5
GO:0033892;GO:1905308;-5.5;-5.5
GO:0140059;GO:0033167;-6.0;-6.5
GO:0098666;GO:0060118;-5.0;-5.0
GO:1905401;GO:0071156;-3.0;-4.5
GO:0090664;GO:1901400;-3.0;-4.0
GO:0033483;GO:0001067;-4.5;-4.5
GO:0000781;GO:0031244;-1.0;-1.0
GO:0072001;GO:0097431;-3.5;-3.5
GO:0003059;GO:0051224;-2.5;-3.5
GO:0048472;GO:0060918;-5.0;-5.0
GO:0090363;GO:0036396;-5.0;-5.0
GO:0051205;GO:1905667;-3.5;-4.5
GO:0042659;GO:0033858;-5.5;-5.5
GO:0090347;GO:0016757;-4.0;-4.0
GO:0061605;GO:0002623;-6.0;-6.0
GO:0003747;GO:0036196;-5.0;-5.0
GO:0051193;GO:1900027;-1.5;-2.0
GO:1904802;GO:0034366;-6.0;-6.5
GO:0000152;GO:0018472;-4.5;-5.0
GO:0003910;GO:0045223;-5.0;-5.5
GO:0016143;GO:0015944;-1.0;-1.5
GO:0034857;GO:0048812;-5.0;-5.5
GO:0001767;GO:0015553;-5.0;-5.0
GO:0033784;GO:0071588;-4.0;-4.0
GO:0015572;GO:0016064;-4.5;-5.0
GO:1902961;GO:0050321;-6.0;-6.0
GO:0003222;GO:2000142;-3.5;-5.0
GO:0043521;GO:0015144;-4.5;-4.5
GO:0072087;GO:0032549;-5.0;-5.0
GO:0099003;GO:0060783;-1.0;-1.5
GO:0031056;GO:0010080;-3.0;-3.0
GO:1901113;GO:0030558;-4.5;-4.5
GO:0034234;GO:0090516;-3.0;-4.5
GO:1901584;GO:0031606;-4.5;-4.5
GO:1905476;GO:0016099;-4.0;-5.0
GO:0051871;GO:0072652;-5.0;-5.0
GO:0080092;GO:0048065;-3.5;-4.0
GO:0033624;GO:0030839;-1.0;-1.0
GO:0036357;GO:0034690;-4.5;-4.5
GO:1900702;GO:2001272;-3.0;-4.0
GO:0014038;GO:0016835;-5.5;-6.0
GO:2000311;GO:0034004;-5.0;-5.0
GO:0062202;GO:0102601;-3.0;-3.0
GO:0019526;GO:0035074;-3.0;-3.0
GO:0009080;GO:1900503;-4.5;-5.0
GO:0021710;GO:1905400;-4.5;-7.0
GO:0042612;GO:0071293;-5.0;-5.0
GO:0001831;GO:2001271;-4.0;-5.5
GO:0050452;GO:0015208;-3.5;-4.0
GO:2000032;GO:0035774;-2.0;-2.0
GO:0050456;GO:0044037;-3.5;-4.0
GO:0002291;GO:0019992;-4.5;-4.5
GO:0018745;GO:0015691;-6.0;-7.0
GO:2000777;GO:0072016;-5.5;-7.5
GO:0047277;GO:0003342;-5.0;-5.5
GO:0009549;GO:0032161;0.0;0.0
GO:2000589;GO:0016971;-5.5;-6.0
GO:0061660;GO:1901641;-4.0;-4.0
GO:0003871;GO:0042767;-3.5;-3.5
GO:0070187;GO:0033280;-4.5;-4.5
GO:0062206;GO:0043400;-5.0;-5.0
GO:0061797;GO:0000447;-6.5;-8.0
GO:0004448;GO:2001108;-5.0;-5.0
GO:0009739;GO:2000913;-3.0;-4.0
GO:0003312;GO:0000084;-4.5;-5.0
GO:0006661;GO:1901745;-2.0;-3.5
GO:0060263;GO:0120034;-2.0;-2.0
GO:0038021;GO:1901234;-5.0;-5.5
GO:1901262;GO:0050501;-5.0;-5.5
GO:0045054;GO:0009128;-3.5;-4.0
GO:0015863;GO:0032250;-4.0;-5.5
GO:0004467;GO:0030588;-3.5;-3.5
GO:0021888;GO:0043130;-5.5;-5.5
GO:0015016;GO:0046984;-5.5;-6.0
GO:0003326;GO:0016117;-3.5;-3.5
GO:0031545;GO:0072309;-4.5;-4.5
GO:0021533;GO:1903754;-4.5;-4.5
GO:1904593;GO:0006256;-5.5;-5.5
GO:0042253;GO:0070280;-4.0;-4.0
GO:1903459;GO:0032831;-3.5;-6.5
GO:1990386;GO:1900207;-3.5;-4.5
GO:0004634;GO:1900706;-5.5;-6.0
GO:0090153;GO:1902793;-4.0;-4.0
GO:0045712;GO:0000468;-5.5;-7.0
GO:0033352;GO:0035939;-6.5;-6.5
GO:0120064;GO:0015344;-6.0;-6.0
GO:0046717;GO:0009210;-4.5;-5.5
GO:0033376;GO:0098732;-3.0;-4.0
GO:1902499;GO:0030513;-2.5;-4.0
GO:1990268;GO:0075313;-3.5;-3.5
GO:0017013;GO:1905693;-3.5;-5.5
GO:1900105;GO:0035463;-3.5;-3.5
GO:0060953;GO:0031518;-3.5;-3.5
GO:0062162;GO:0035880;-3.5;-4.0
GO:0098662;GO:0043822;-5.5;-5.5
GO:0030948;GO:0052827;-6.0;-6.5
GO:0035484;GO:0001824;-5.0;-5.0
GO:0036383;GO:0050372;-3.0;-3.0
GO:0061951;GO:0048193;-1.0;-2.0
GO:0044826;GO:0090501;-3.0;-4.0
GO:0090202;GO:1905630;-4.0;-4.5
GO:0048023;GO:1902539;-3.0;-4.0
GO:0048135;GO:0140141;-2.0;-2.0
GO:0018619;GO:0097097;-5.0;-5.0
GO:1901272;GO:0030445;-4.5;-4.5
GO:1902751;GO:0048383;-4.0;-5.0
GO:0043006;GO:1901082;-2.5;-4.0
GO:0052755;GO:0010389;-4.5;-5.0
GO:0016882;GO:1901954;-5.5;-5.5
GO:0043370;GO:0047089;-5.5;-7.0
GO:0005741;GO:0019312;-5.5;-5.5
GO:0002235;GO:0045610;-3.0;-3.0
GO:0150052;GO:0019219;-2.0;-2.0
GO:0004816;GO:0003194;-4.5;-4.5
GO:0032731;GO:0016880;-5.5;-5.5
GO:0006308;GO:0035152;-2.0;-3.0
GO:2000357;GO:1900663;-3.5;-4.0
GO:0072195;GO:0009429;-3.5;-3.5
GO:0032458;GO:0005549;-3.5;-3.5
GO:0140076;GO:0075310;-2.5;-2.5
GO:2001167;GO:0030313;-5.5;-6.5
GO:0070337;GO:0051671;-6.0;-6.0
GO:0110159;GO:0047862;-6.5;-6.5
GO:0034815;GO:0018527;-3.0;-3.0
GO:0018721;GO:0014852;-5.5;-7.0
GO:0001758;GO:0030845;-4.5;-4.5
GO:0061038;GO:0045921;-2.5;-3.5
GO:1904043;GO:0003311;-5.5;-6.0
GO:0001310;GO:0021707;-4.0;-4.5
GO:0003313;GO:0039614;-4.5;-5.0
GO:0017013;GO:0043405;-2.0;-5.5
GO:0006679;GO:0009427;-5.0;-5.0
GO:0010831;GO:0031965;-5.5;-6.0
GO:1903464;GO:0018446;-4.5;-5.5
GO:0010263;GO:0051302;-3.5;-3.5
GO:2001215;GO:0060369;-2.0;-2.5
GO:0035576;GO:0045239;-3.5;-3.5
GO:0102614;GO:1990492;-4.5;-4.5
GO:0032422;GO:0014863;-4.5;-4.5
GO:0000993;GO:0090632;-4.5;-4.5
GO:2000724;GO:0030035;-4.0;-5.5
GO:0036381;GO:0015080;-5.0;-5.0
GO:1904909;GO:0034192;-5.0;-6.0
GO:0075503;GO:0061364;-2.5;-3.0
GO:1904870;GO:0009326;-5.5;-5.5
GO:0048713;GO:0090395;-5.5;-6.0
GO:0106077;GO:0046760;-4.5;-5.5
GO:0033812;GO:0033220;-3.5;-3.5
GO:0034844;GO:0015924;-4.0;-4.0
GO:1902046;GO:0007087;-2.0;-4.0
GO:0055120;GO:0008380;-4.5;-4.5
GO:0014820;GO:0051124;-3.0;-3.5
GO:0120121;GO:0046006;-3.5;-5.0
GO:2000834;GO:2000734;-1.5;-2.0
GO:0070713;GO:0019640;-3.5;-4.0
GO:1901632;GO:0009366;-3.5;-3.5
GO:0009579;GO:0010280;-2.5;-2.5
GO:0016462;GO:0044373;-3.0;-3.0
GO:1903696;GO:1904344;-4.5;-6.0
GO:0002439;GO:0044053;-3.5;-4.0
GO:0018271;GO:0051749;-1.0;-2.0
GO:0045580;GO:0035076;-2.5;-3.0
GO:0050819;GO:0034162;-3.0;-3.0
GO:0046875;GO:0150151;-5.0;-5.0
GO:0016830;GO:1903201;-4.0;-4.0
GO:0051104;GO:0044572;-2.5;-2.5
GO:0070652;GO:0002212;-3.0;-3.0
GO:0008496;GO:0032289;-6.0;-6.0
GO:0033772;GO:0030298;-4.0;-5.0
GO:0048045;GO:0055093;-3.5;-3.5
GO:0043600;GO:0051460;-4.5;-4.5
GO:0102877;GO:0033450;-3.5;-3.5
GO:0106153;GO:0070397;-4.5;-4.5
GO:0060960;GO:0035010;-3.0;-3.0
GO:0042195;GO:0021667;-4.0;-4.0
GO:2000574;GO:0014008;-4.5;-5.0
GO:1905822;GO:0072586;-6.0;-6.0
GO:0007576;GO:0043194;-3.5;-4.5
GO:1900288;GO:0047770;-4.5;-4.5
GO:0042472;GO:0046940;-3.5;-4.0
GO:0110152;GO:1902286;-5.5;-5.5
GO:0042426;GO:0017182;-1.0;-3.5
GO:0072608;GO:0072390;-3.5;-3.5
GO:0019418;GO:0046389;-1.5;-2.0
GO:0005141;GO:1905272;-5.5;-5.5
GO:0062095;GO:0097598;-4.5;-4.5
GO:1990792;GO:0043202;-5.0;-5.0
GO:1990964;GO:1904381;-4.0;-4.0
GO:0097569;GO:0052812;-4.0;-4.0
GO:0098957;GO:0045083;-4.5;-6.0
GO:0033672;GO:0009883;-5.5;-5.5
GO:0102391;GO:0001587;-5.0;-5.0
GO:0061548;GO:0001115;-3.0;-3.5
GO:0060059;GO:0071297;-3.5;-3.5
GO:0034102;GO:1905297;-3.5;-3.5
GO:0001996;GO:0032738;-2.0;-2.0
GO:0010733;GO:2000992;-2.5;-2.5
GO:0042223;GO:0045998;-4.0;-5.0
GO:0003085;GO:0035486;-6.0;-6.0
GO:0120198;GO:0032505;-2.5;-2.5
GO:0043841;GO:0048799;-4.5;-4.5
GO:0044577;GO:0002107;-4.5;-6.0
GO:0000077;GO:0072581;-2.5;-4.0
GO:0070163;GO:0018930;-2.0;-3.5
GO:0004956;GO:0072423;-7.0;-7.0
GO:0034850;GO:0033721;-2.5;-2.5
GO:0045655;GO:0032365;-3.0;-4.5
GO:0004966;GO:0050878;-4.5;-4.5
GO:0008704;GO:0043633;-5.5;-5.5
GO:0018238;GO:0042807;-6.0;-7.5
GO:0052707;GO:0033896;-6.0;-6.5
GO:1903086;GO:0102191;-6.0;-6.0
GO:0015731;GO:0070003;-5.5;-5.5
GO:0046141;GO:0048829;-3.0;-3.0
GO:0070138;GO:0000814;-4.0;-4.0
GO:1905103;GO:0047267;-6.0;-6.0
GO:0010124;GO:0070659;-4.0;-4.0
GO:0001989;GO:0034294;-3.0;-4.0
GO:0102302;GO:0050179;-2.5;-3.0
GO:0047011;GO:0060073;-5.0;-5.0
GO:0004400;GO:0006360;-5.5;-5.5
GO:0098542;GO:1903880;-3.0;-3.0
GO:2001229;GO:0047172;-6.0;-6.0
GO:0001402;GO:0006808;-1.0;-1.0
GO:0033859;GO:0043130;-4.0;-4.0
GO:0103100;GO:2000030;-4.5;-4.5
GO:0015231;GO:0031148;-4.5;-4.5
GO:0140146;GO:1901089;-3.0;-3.0
GO:0009692;GO:0045278;-3.5;-3.5
GO:0010292;GO:0032782;-5.0;-5.5
GO:1990388;GO:1905924;-4.5;-5.5
GO:0039019;GO:0002855;-4.0;-4.0
GO:0072187;GO:0061635;-2.0;-2.0
GO:0031409;GO:0010665;-5.0;-5.5
GO:0030570;GO:1905424;-5.5;-5.5
GO:0009228;GO:0009547;-6.5;-6.5
GO:1903073;GO:1903522;-2.0;-3.0
GO:0072594;GO:1900028;-4.0;-5.0
GO:0060512;GO:0051042;-2.0;-4.0
GO:0098949;GO:0080143;-6.5;-6.5
GO:0019179;GO:0034373;-5.0;-5.0
GO:0006000;GO:0018182;-3.5;-4.0
GO:1990572;GO:0060428;-4.0;-4.0
GO:0035201;GO:0097742;-4.0;-4.0
GO:0015756;GO:0016990;-5.5;-5.5
GO:0042162;GO:0021848;-5.5;-5.5
GO:1904769;GO:0031844;-4.0;-4.0
GO:2000013;GO:0032560;-5.5;-5.5
GO:1901694;GO:1904394;-3.0;-4.0
GO:1903687;GO:0015765;-4.0;-5.5
GO:0006636;GO:0021618;-4.0;-4.0
GO:0047886;GO:0035220;-5.0;-5.0
GO:0035277;GO:0034441;-2.0;-2.5
GO:0062205;GO:0018707;-2.5;-3.0
GO:0062239;GO:0052204;-5.0;-5.0
GO:0050955;GO:2000489;-4.0;-4.5
GO:0090382;GO:0006878;-2.5;-4.5
GO:1903370;GO:0043704;-4.0;-4.0
GO:0060112;GO:0106072;-3.5;-4.0
GO:0004523;GO:0040004;-4.5;-4.5
GO:0006173;GO:0050972;-5.0;-5.5
GO:1901249;GO:0008459;-6.0;-6.0
GO:0099642;GO:0014831;-4.0;-5.5
GO:0097288;GO:0099619;-5.0;-5.0
GO:0036509;GO:0098022;-6.0;-6.0
GO:0004978;GO:0031958;-5.5;-5.5
GO:0000760;GO:1905812;-2.0;-2.0
GO:0046001;GO:0034177;-3.0;-4.5
GO:0002316;GO:0047645;-5.0;-5.5
GO:0043378;GO:0050258;-5.5;-7.0
GO:0045198;GO:2001245;-4.0;-4.5
GO:0016247;GO:1900214;-3.5;-3.5
GO:0140116;GO:1902007;-3.0;-3.5
GO:0047380;GO:0031403;-6.0;-6.0
GO:0102495;GO:0000930;-3.5;-3.5
GO:1903349;GO:0031096;-3.0;-3.0
GO:0140446;GO:0009166;-2.0;-2.0
GO:1905875;GO:0075003;-4.0;-4.5
GO:0045910;GO:0052204;-2.0;-4.0
GO:0080175;GO:0061384;-3.0;-3.0
GO:0046932;GO:0042439;-5.5;-5.5
GO:0060561;GO:0030184;-4.5;-5.0
GO:0032287;GO:0050637;-5.5;-6.0
GO:0120190;GO:0002534;-3.0;-3.5
GO:0035139;GO:0008055;-3.5;-3.5
GO:1900399;GO:0030798;-6.5;-7.0
GO:0004992;GO:1990179;-5.0;-5.5
GO:0090695;GO:0103006;-4.0;-4.0
GO:0019632;GO:2000001;-3.5;-4.0
GO:0051356;GO:0015840;-4.5;-5.5
GO:0045156;GO:0048107;-4.5;-4.5
GO:0004164;GO:0034125;-6.5;-6.5
GO:0003919;GO:0036291;-6.0;-7.0
GO:1904122;GO:0060291;-2.5;-2.5
GO:0005018;GO:1905575;-4.5;-5.0
GO:0005685;GO:0047446;-5.0;-5.0
GO:0010982;GO:0046217;-3.5;-4.0
GO:0042423;GO:0030526;-4.5;-4.5
GO:1900084;GO:2000008;-3.0;-3.5
GO:0110117;GO:0061306;-3.5;-5.0
GO:0051221;GO:0044825;-4.5;-5.0
GO:0003208;GO:0102277;-4.5;-4.5
GO:0018193;GO:0097653;-3.5;-4.0
GO:0090095;GO:1902334;-2.5;-4.0
GO:0008265;GO:2000147;-5.0;-5.0
GO:0061798;GO:0043921;-4.5;-4.5
GO:0044823;GO:0007393;-4.5;-4.5
GO:0090342;GO:1990789;-2.0;-3.0
GO:0050133;GO:0015695;-6.0;-6.0
GO:0023041;GO:0043396;-2.0;-2.0
GO:0047274;GO:0045298;-4.0;-4.0
GO:0099026;GO:0019680;-6.0;-6.0
GO:0071954;GO:0032975;-3.0;-3.0
GO:0015120;GO:0097621;-3.5;-3.5
