
GO Id1;GO Id1;Rada;AncSPLRada
GO:1990086;GO:0043468;-4.0;-4.5
GO:0002767;GO:0061482;-3.0;-3.0
GO:0033386;GO:0061927;-3.5;-3.5
GO:0016866;GO:0032185;-4.0;-4.5
GO:0035792;GO:0035815;-4.0;-4.0
GO:1902656;GO:0071923;-3.0;-4.5
GO:0018458;GO:0032102;-5.0;-5.0
GO:0018508;GO:0010990;-5.5;-5.5
GO:0045167;GO:0031121;-2.0;-3.0
GO:0031455;GO:0070523;-5.5;-5.5
GO:0018080;GO:0035704;-5.0;-5.0
GO:0050839;GO:0045491;-4.0;-5.0
GO:0008437;GO:0050756;-6.0;-6.0
GO:0120189;GO:2000453;-4.5;-4.5
GO:0072625;GO:1901103;-4.0;-4.5
GO:0003106;GO:0031598;-5.0;-5.0
GO:0055016;GO:0044027;-4.5;-5.0
GO:0042938;GO:1900486;-4.0;-6.0
GO:1904777;GO:1901922;-2.5;-2.5
GO:0018606;GO:0008909;-3.0;-3.0
GO:1901352;GO:0039508;-4.0;-5.0
GO:0061091;GO:0080164;-1.0;-1.0
GO:1900857;GO:0030382;-3.5;-5.0
GO:0005304;GO:0044278;-4.0;-4.0
GO:0019432;GO:0097115;-3.5;-3.5
GO:0042621;GO:0097423;-3.0;-3.0
GO:0046175;GO:0006891;-2.5;-2.5
GO:0070102;GO:0008626;-1.5;-1.5
GO:0015375;GO:0048262;-5.0;-5.0
GO:0001402;GO:0097512;-5.0;-5.0
GO:0021717;GO:0021600;-2.0;-2.0
GO:0031372;GO:0034136;-6.0;-6.0
GO:0035729;GO:0005967;-4.5;-4.5
GO:1902700;GO:0070031;-5.0;-5.0
GO:0100010;GO:1900593;-2.5;-3.0
GO:0046452;GO:0033749;-5.0;-5.0
GO:1900343;GO:2000998;-1.0;-1.0
GO:0098925;GO:0034246;-5.0;-5.0
GO:0050234;GO:0061926;-5.5;-5.5
GO:1990260;GO:0050025;-5.5;-6.0
GO:0045586;GO:0052826;-7.0;-8.0
GO:1902410;GO:0043396;-2.5;-2.5
GO:1903096;GO:0102295;-6.0;-7.0
GO:0050346;GO:1900310;-5.5;-5.5
GO:1905928;GO:0042432;-4.5;-5.5
GO:0044241;GO:0090656;-3.0;-3.5
GO:0048211;GO:0031894;-5.5;-5.5
GO:0090081;GO:0097076;-4.0;-4.0
GO:0046850;GO:0060289;-2.0;-3.5
GO:0050977;GO:0052317;-4.0;-4.0
GO:0006170;GO:0010087;-4.5;-5.0
GO:0097519;GO:0045140;-4.0;-4.0
GO:0005935;GO:0102804;-4.0;-4.0
GO:1905447;GO:0070890;-6.5;-6.5
GO:0055005;GO:0050973;-4.0;-4.5
GO:0120114;GO:0033677;-2.5;-2.5
GO:0048809;GO:0043269;-3.5;-3.5
GO:0060368;GO:0038055;-2.0;-4.0
GO:0038020;GO:0055010;-5.0;-5.0
GO:2000073;GO:1900877;-3.5;-5.0
GO:0060571;GO:0071119;-4.0;-4.5
GO:0110025;GO:0050382;-5.0;-5.0
GO:0045252;GO:0033732;-4.5;-4.5
GO:0045556;GO:0090178;-2.0;-2.5
GO:1902211;GO:0072190;-4.5;-4.5
GO:1990193;GO:0030125;-1.5;-2.0
GO:0006306;GO:0030398;-1.5;-3.5
GO:0043898;GO:0051206;-5.0;-5.0
GO:0019679;GO:0048598;-3.5;-3.5
GO:0001924;GO:0097739;-3.5;-4.5
GO:0030679;GO:0043716;-5.0;-5.5
GO:1904465;GO:0110016;-6.0;-6.0
GO:0003312;GO:0032806;-5.5;-7.5
GO:0043030;GO:0006509;-4.0;-4.5
GO:0018046;GO:0010009;-5.0;-6.0
GO:0001815;GO:1990839;-4.5;-5.0
GO:1905152;GO:0035107;-4.0;-4.0
GO:0036214;GO:0060694;-2.0;-2.5
GO:0102410;GO:0048683;-5.5;-5.5
GO:0042039;GO:0070189;-2.5;-2.5
GO:0075313;GO:1903084;-3.5;-5.0
GO:0031950;GO:0140329;-3.0;-3.5
GO:0045264;GO:0002518;-4.5;-4.5
GO:0043740;GO:0032342;-6.0;-6.0
GO:0050683;GO:0072195;-4.5;-4.5
GO:0036120;GO:0080107;-4.0;-4.0
GO:0032709;GO:0043700;-6.0;-6.5
GO:0031332;GO:0070771;-1.5;-1.5
GO:0097693;GO:0050951;-4.5;-4.5
GO:0060226;GO:0035983;-4.0;-4.0
GO:0060687;GO:1905654;-2.5;-2.5
GO:2000712;GO:1902077;-4.0;-5.0
GO:1903898;GO:2000777;-3.0;-5.0
GO:0030589;GO:0042842;-3.5;-3.5
GO:0006302;GO:0032713;-3.0;-5.0
GO:0004326;GO:1904461;-5.0;-5.0
GO:0016828;GO:0045300;-2.0;-2.0
GO:0004180;GO:0102332;-2.5;-3.5
GO:0061241;GO:0060269;-3.0;-4.5
GO:0047656;GO:0009896;-5.5;-5.5
GO:1904540;GO:0019207;-5.0;-5.0
GO:0061847;GO:0008346;-3.5;-3.5
GO:0003676;GO:0014725;-5.0;-5.0
GO:0047602;GO:0048165;-4.5;-4.5
GO:0098662;GO:0000002;-2.5;-3.5
GO:1901017;GO:0030718;-3.5;-3.5
GO:0102474;GO:0019747;-5.0;-5.0
GO:0007266;GO:0015975;-3.0;-3.0
GO:1905343;GO:0103071;-4.5;-4.5
GO:0150061;GO:0060999;-4.5;-4.5
GO:1903837;GO:0047093;-5.5;-5.5
GO:0071901;GO:0070958;-3.0;-4.5
GO:0031704;GO:1900041;-6.0;-6.0
GO:0061826;GO:1990694;-1.5;-1.5
GO:1900959;GO:0098971;-3.0;-4.5
GO:0060299;GO:0034861;-5.0;-5.0
GO:0071757;GO:0038015;-6.0;-6.0
GO:0044310;GO:0002622;-5.5;-5.5
GO:0070051;GO:0000002;-4.0;-4.5
GO:0031950;GO:0033548;-4.0;-5.5
GO:0018608;GO:0010585;-4.5;-4.5
GO:0001558;GO:0002151;-4.5;-4.5
GO:1904495;GO:0014902;-4.5;-5.0
GO:1990236;GO:1990003;-5.5;-6.0
GO:0008421;GO:0016295;-2.5;-2.5
GO:0015151;GO:0033704;-3.5;-4.0
GO:0002443;GO:2000464;-2.5;-3.5
GO:0033215;GO:0019321;-3.5;-3.5
GO:0030914;GO:1904808;-6.5;-8.0
GO:0019408;GO:1905909;-5.5;-6.0
GO:2000126;GO:0035235;-3.5;-3.5
GO:0098511;GO:0031390;-4.0;-4.0
GO:0018502;GO:0032562;-3.5;-3.5
GO:0019310;GO:0005358;-6.5;-6.5
GO:0021642;GO:0001880;-1.5;-1.5
GO:0032450;GO:0032655;-5.5;-6.5
GO:0046717;GO:0015240;-4.0;-4.5
GO:0003272;GO:0052745;-4.0;-4.5
GO:1904486;GO:0031812;-5.0;-5.0
GO:0009164;GO:2000889;-2.0;-2.0
GO:0005948;GO:0045774;-5.5;-5.5
GO:0002765;GO:0019541;-2.5;-2.5
GO:0019806;GO:0051382;-3.5;-4.5
GO:0030378;GO:0097018;-6.5;-6.5
GO:0000458;GO:0032198;-4.5;-5.0
GO:0048500;GO:0046185;-3.5;-3.5
GO:0032220;GO:1902138;-2.0;-2.0
GO:1901554;GO:0042178;-2.5;-3.0
GO:0002325;GO:1904914;-5.0;-5.0
GO:0030488;GO:0007190;-3.5;-3.5
GO:0006786;GO:0010346;-3.5;-3.5
GO:0061819;GO:0021654;-3.5;-4.5
GO:0120125;GO:0006023;-4.5;-4.5
GO:0019771;GO:0060895;-5.5;-5.5
GO:0060465;GO:0010928;-3.0;-3.0
GO:1903656;GO:1900901;-1.5;-2.0
GO:1901634;GO:1905232;-3.0;-4.5
GO:0102466;GO:0140084;-4.0;-4.0
GO:0021914;GO:1904596;-2.0;-2.0
GO:0043127;GO:0033617;-4.0;-6.5
GO:1900700;GO:0031449;-3.0;-5.0
GO:0034343;GO:0002175;-2.5;-3.0
GO:2000735;GO:0061978;-4.5;-5.5
GO:0061842;GO:0004724;-3.5;-3.5
GO:0039011;GO:0048840;-3.5;-3.5
GO:0061695;GO:0001324;-4.5;-4.5
GO:0044512;GO:0043334;-6.5;-6.5
GO:0001931;GO:0046891;-5.0;-6.0
GO:0010984;GO:0016836;-4.0;-4.0
GO:1904227;GO:0046315;-4.0;-5.0
GO:0018376;GO:0071130;-5.5;-6.0
GO:0061648;GO:0050117;-4.5;-4.5
GO:1901092;GO:0010027;-3.5;-6.0
GO:0035045;GO:0008912;-4.0;-4.0
GO:1905962;GO:0007390;-2.5;-2.5
GO:0140300;GO:0002104;-5.0;-5.5
GO:1901945;GO:0014824;-5.5;-6.0
GO:0072012;GO:1900851;-3.5;-4.5
GO:0072322;GO:0042189;-3.0;-4.0
GO:0007027;GO:0002561;-4.0;-4.5
GO:0047401;GO:0102590;-2.5;-2.5
GO:0097361;GO:1901693;-4.5;-5.0
GO:0003950;GO:0007537;-4.5;-4.5
GO:1905915;GO:0070177;-3.0;-4.0
GO:0018567;GO:0019458;-6.0;-6.0
GO:1901259;GO:0018860;-6.5;-7.0
GO:0043033;GO:0010096;-3.5;-3.5
GO:0046217;GO:0004814;-4.5;-5.0
GO:0110018;GO:0034022;-5.5;-5.5
GO:0072275;GO:0045903;-3.0;-3.0
GO:0019964;GO:0021502;-4.0;-4.0
GO:1905951;GO:0010368;-4.5;-5.0
GO:0034534;GO:0008453;-3.0;-3.0
GO:0019536;GO:0048091;-3.0;-3.5
GO:0045782;GO:0032816;-2.0;-2.0
GO:2000646;GO:0140341;-5.0;-5.0
GO:0030575;GO:0070342;-2.5;-3.0
GO:0060353;GO:0035049;-4.5;-4.5
GO:1990313;GO:0071429;-5.0;-5.0
GO:2000438;GO:1905340;-3.0;-3.5
GO:0047261;GO:0010904;-5.0;-6.0
GO:0110019;GO:0008063;-3.5;-3.5
GO:2000433;GO:0140311;-3.5;-4.0
GO:0032000;GO:1903660;-2.5;-2.5
GO:0046621;GO:0070465;-4.5;-4.5
GO:0061294;GO:0048665;-2.0;-2.0
GO:0032419;GO:0003877;-5.5;-5.5
GO:0086042;GO:0051336;-3.5;-3.5
GO:0030942;GO:1904452;-5.5;-6.0
GO:0090422;GO:1904726;-4.5;-4.5
GO:0048031;GO:1905633;-5.0;-5.5
GO:1900700;GO:2000063;-1.5;-1.5
GO:0071471;GO:0062054;-5.5;-5.5
GO:0090384;GO:0070309;-3.0;-4.0
GO:0008294;GO:0086029;-4.0;-4.0
GO:0017084;GO:1903640;-6.0;-6.0
GO:0004373;GO:0070234;-5.5;-8.0
GO:0071320;GO:0001639;-5.5;-5.5
GO:0055082;GO:0035247;-3.5;-3.5
GO:0033401;GO:1903486;-4.5;-4.5
GO:0030281;GO:0032388;-3.5;-3.5
GO:0051225;GO:0038162;-2.5;-2.5
GO:0048859;GO:0000437;-3.0;-4.0
GO:1990531;GO:0007279;-3.0;-3.0
GO:0033485;GO:0010245;-3.5;-3.5
GO:0072276;GO:0102318;-5.0;-5.0
GO:0043452;GO:1904453;-3.0;-4.0
GO:0140097;GO:0044322;-2.0;-2.0
GO:0034192;GO:0051867;-3.0;-3.0
GO:0009314;GO:0060434;-2.5;-2.5
GO:0101028;GO:0031027;-4.5;-5.0
GO:0021773;GO:0033971;-6.0;-6.0
GO:1990017;GO:0047303;-4.0;-4.0
GO:0043743;GO:0036302;-4.0;-4.0
GO:0043673;GO:0036471;-3.5;-3.5
GO:0089717;GO:0036062;-2.5;-2.5
GO:0001406;GO:0048346;-4.5;-5.0
GO:0010452;GO:1904715;-5.0;-6.0
GO:1904227;GO:0033838;-5.5;-6.0
GO:0098963;GO:1900644;-4.0;-5.5
GO:0016559;GO:0043863;-5.5;-5.5
GO:0050056;GO:0000287;-3.5;-3.5
GO:0047452;GO:2000089;-5.5;-6.0
GO:0035517;GO:0098894;-3.5;-3.5
GO:0046514;GO:0046596;-4.0;-4.5
GO:0031016;GO:0042469;-4.0;-4.0
GO:1905573;GO:2000548;-6.5;-6.5
GO:0034535;GO:0005692;-4.5;-4.5
GO:1902047;GO:0010415;-3.0;-3.0
GO:0019698;GO:0097419;-4.5;-4.5
GO:0008217;GO:0042103;-0.5;-0.5
GO:0005898;GO:0001318;-4.5;-5.0
GO:0001313;GO:2000449;-4.5;-5.5
GO:0016151;GO:0033549;-3.5;-4.0
GO:0032448;GO:0034227;-5.5;-6.5
GO:0050533;GO:1901287;-5.0;-5.5
GO:0035154;GO:0061208;-2.0;-2.0
GO:0030202;GO:0047894;-4.5;-4.5
GO:0055024;GO:0070852;-5.5;-5.5
GO:0006796;GO:0006810;-1.5;-2.5
GO:0030563;GO:0032745;-6.5;-6.5
GO:0000007;GO:0039545;-6.5;-6.5
GO:1990295;GO:0018929;-3.0;-3.0
GO:0006399;GO:0009204;-2.5;-3.0
GO:0034618;GO:0060218;-4.5;-4.5
GO:0009252;GO:0061262;-3.5;-4.0
GO:0015085;GO:0032298;-6.0;-6.5
GO:0070094;GO:0015884;-3.0;-5.0
GO:0060444;GO:0043378;-4.5;-6.5
GO:0019534;GO:0097173;-4.0;-4.5
GO:0035564;GO:0009436;-3.0;-3.5
GO:0017143;GO:0022872;-4.5;-4.5
GO:0043458;GO:0102446;-5.5;-5.5
GO:0047526;GO:0060835;-5.0;-6.0
GO:0033744;GO:1901810;-5.5;-6.0
GO:1902083;GO:0062162;-2.5;-2.5
GO:0032510;GO:0009026;-4.5;-4.5
GO:1902947;GO:1902312;-3.0;-4.5
GO:0005975;GO:0061118;-3.5;-3.5
GO:0060169;GO:1904711;-2.5;-3.0
GO:0060315;GO:0018398;-5.0;-5.5
GO:0071074;GO:0039508;-5.0;-5.0
GO:0055014;GO:0035543;-4.0;-5.0
GO:0003267;GO:0046066;-5.0;-5.0
GO:0061690;GO:1900258;-5.0;-5.0
GO:0061455;GO:0010839;-6.0;-6.0
GO:0006367;GO:2000708;-2.0;-3.5
GO:0019680;GO:0102589;-5.5;-5.5
GO:1905280;GO:0032053;-3.0;-4.0
GO:0120192;GO:1905763;-4.5;-5.0
GO:0061619;GO:0035282;-4.0;-4.0
GO:0047351;GO:0006982;-5.0;-5.0
GO:0001046;GO:1990845;-4.0;-4.0
GO:0102950;GO:0035609;-5.5;-6.0
GO:0033995;GO:0033745;-3.0;-3.0
GO:0010230;GO:0051968;-3.5;-5.0
GO:0043104;GO:1900383;-4.0;-5.0
GO:0007195;GO:1902046;-2.5;-2.5
GO:1904704;GO:0010737;-2.5;-2.5
GO:0098974;GO:1901010;-3.0;-3.0
GO:0002588;GO:0031410;-6.0;-6.0
GO:0016922;GO:0071268;-6.0;-6.0
GO:2000592;GO:1903975;-1.0;-1.5
GO:0051312;GO:0097333;-3.0;-4.5
GO:0062154;GO:0106215;-5.0;-5.0
GO:1900507;GO:1901704;-3.0;-4.5
GO:0035125;GO:0019819;-6.5;-6.5
GO:0030631;GO:0002180;-4.0;-5.0
GO:0008306;GO:0033528;-3.5;-3.5
GO:0033555;GO:0015425;-4.5;-4.5
GO:0044771;GO:0010971;-3.0;-4.5
GO:1905833;GO:0015267;-5.5;-6.0
GO:0008126;GO:0042644;-5.0;-5.0
GO:0038030;GO:0002783;-4.5;-5.5
GO:0043177;GO:1990486;-4.5;-4.5
GO:0035380;GO:0030964;-4.0;-4.0
GO:0007354;GO:0039671;-5.0;-5.0
GO:0019247;GO:1990906;-5.0;-5.0
GO:0046281;GO:0061579;-5.5;-5.5
GO:0034292;GO:0003207;-4.0;-4.0
GO:1901134;GO:0071668;-3.5;-3.5
GO:0002294;GO:0030842;-5.5;-6.5
GO:0050446;GO:1905232;-5.0;-5.0
GO:1904754;GO:0060239;-2.0;-3.0
GO:0002393;GO:0070582;-3.0;-4.0
GO:0007306;GO:0015876;-2.0;-3.5
GO:0031814;GO:0090431;-6.0;-6.0
GO:2000828;GO:0051410;-2.5;-2.5
GO:0002264;GO:0034524;-4.5;-4.5
GO:1901613;GO:0005198;-4.0;-4.0
GO:0072000;GO:0006843;-2.5;-2.5
GO:0047021;GO:0030215;-3.5;-3.5
GO:2001059;GO:0102111;-5.0;-5.0
GO:0016279;GO:0038186;-3.0;-3.0
GO:0000148;GO:0031488;-2.0;-2.0
GO:0072558;GO:1905475;-3.5;-4.5
GO:0015915;GO:0019417;-2.0;-2.5
GO:1990156;GO:0045434;-5.0;-5.0
GO:1902190;GO:0045362;-4.5;-5.5
GO:0102039;GO:0031100;-4.0;-4.5
GO:0014741;GO:0102716;-5.0;-5.0
GO:0031343;GO:0031868;-5.5;-5.5
GO:0050572;GO:0008607;-4.0;-4.0
GO:2000919;GO:0034813;-6.5;-7.0
GO:0046932;GO:0032135;-6.0;-6.0
GO:0048299;GO:1900728;-3.5;-5.0
GO:0016692;GO:0061941;-4.0;-4.0
GO:0008172;GO:0071898;-4.0;-4.0
GO:0047160;GO:0019912;-2.5;-3.5
GO:0046310;GO:0052016;-2.5;-3.0
GO:0072254;GO:0002072;-3.5;-4.0
GO:0052793;GO:0035686;-3.5;-3.5
GO:1901976;GO:0016234;-3.5;-3.5
GO:0043227;GO:0019692;-3.5;-3.5
GO:0045771;GO:0046534;-3.5;-5.0
GO:0014856;GO:0052391;-3.5;-4.5
GO:0061260;GO:0009228;-4.0;-4.0
GO:0052339;GO:0033640;-2.5;-2.5
GO:0072664;GO:0008664;-4.5;-4.5
GO:0045707;GO:0102869;-5.5;-6.5
GO:0102468;GO:0071419;-5.0;-5.0
GO:0051350;GO:0097502;-3.0;-3.0
GO:0045983;GO:0044390;-5.0;-5.0
GO:0030205;GO:1900306;-3.0;-4.0
GO:0070675;GO:0060406;-5.0;-5.0
GO:0061473;GO:1900102;-7.0;-7.0
GO:0072099;GO:1905768;-5.0;-5.0
GO:0009830;GO:0019783;-4.0;-5.5
GO:0000229;GO:0036240;-2.5;-2.5
GO:0033103;GO:0015658;-5.0;-5.0
GO:0045904;GO:2000473;-3.5;-3.5
GO:0048815;GO:0016405;-4.0;-4.0
GO:0098956;GO:0000188;-3.5;-6.5
GO:0060655;GO:0008798;-6.0;-6.5
GO:0071441;GO:0045468;-3.0;-4.5
GO:2000442;GO:0019037;-5.0;-5.0
GO:0050504;GO:0031209;-3.5;-3.5
GO:0003838;GO:0106219;-3.0;-3.0
GO:0090275;GO:0060695;-2.0;-2.0
GO:0097424;GO:1902278;-4.5;-4.5
GO:0060925;GO:0035528;-4.0;-4.0
GO:1905781;GO:0050225;-5.5;-5.5
GO:0016041;GO:0032107;-4.5;-5.5
GO:1905639;GO:0002271;-4.0;-5.0
GO:0045732;GO:0070534;-5.5;-7.0
GO:0061735;GO:0009318;-5.5;-5.5
GO:1990213;GO:0021634;-4.0;-4.5
GO:1904357;GO:0010350;-3.5;-4.0
GO:0071440;GO:0033785;-6.5;-7.5
GO:0071855;GO:0060382;-5.0;-5.5
GO:0103037;GO:0061131;-5.0;-5.0
GO:0071883;GO:0002088;-2.5;-3.0
GO:0061644;GO:0106234;-4.0;-5.5
GO:0097616;GO:1904141;-3.5;-5.0
GO:0034404;GO:0075005;-2.5;-2.5
GO:0070278;GO:0071122;-4.0;-4.0
GO:0005231;GO:0006509;-6.0;-6.5
GO:0019094;GO:0034352;-3.5;-4.5
GO:0017087;GO:0016918;-3.5;-3.5
GO:0001196;GO:0071649;-2.0;-2.0
GO:1901896;GO:0016762;-6.0;-6.5
GO:0034555;GO:0046218;-4.0;-4.5
GO:0047849;GO:0042343;-5.0;-5.0
GO:0016779;GO:1990205;-4.0;-4.0
GO:0050162;GO:1903365;-4.5;-4.5
GO:0005134;GO:0060272;-5.0;-5.5
GO:0071593;GO:0030373;-4.5;-4.5
GO:0033027;GO:0018428;-4.0;-5.0
GO:2000176;GO:0009015;-5.5;-6.5
GO:0060208;GO:0000223;-3.5;-3.5
GO:0060701;GO:0032777;-7.5;-8.5
GO:0090076;GO:0045700;-3.0;-3.5
GO:0045480;GO:0080009;-5.0;-5.0
GO:1990380;GO:0030730;-4.0;-4.0
GO:0003415;GO:0050471;-4.0;-4.0
GO:0030837;GO:1904132;-3.0;-4.0
GO:1900501;GO:0043385;-3.0;-4.5
GO:1902891;GO:0097584;-5.0;-5.0
GO:0010104;GO:0048082;-3.0;-3.0
GO:0008921;GO:0039540;-6.5;-7.0
GO:0080161;GO:0021863;-4.5;-4.5
GO:0045165;GO:0034233;-2.5;-3.5
GO:0045446;GO:0050577;-5.0;-5.0
GO:0048309;GO:0001788;-2.5;-3.0
GO:0106057;GO:0008052;-4.5;-5.5
GO:2000156;GO:0071387;-2.5;-4.0
GO:0043286;GO:1990695;-5.0;-5.0
GO:0036396;GO:0042253;-4.0;-4.0
GO:0036332;GO:0070065;-5.0;-5.0
GO:0110027;GO:1990243;-5.5;-6.0
GO:0018746;GO:0090205;-6.5;-6.5
GO:0070700;GO:0047935;-5.0;-5.0
GO:0097426;GO:0038090;-7.0;-7.5
GO:0044388;GO:0072746;-4.5;-4.5
GO:0004964;GO:0009849;-5.0;-5.0
GO:1902744;GO:0018561;-5.5;-6.0
GO:0009415;GO:0004477;-4.5;-4.5
GO:0010669;GO:0060992;-3.5;-4.0
GO:0019046;GO:0018580;-4.5;-4.5
GO:0070391;GO:0046541;-2.5;-2.5
GO:0036267;GO:0072112;-3.0;-4.0
GO:0052808;GO:0006189;-5.0;-6.5
GO:1901748;GO:0030551;-4.0;-4.0
GO:0002616;GO:1901450;-2.5;-2.5
GO:0097008;GO:0015200;-3.5;-3.5
GO:0043617;GO:0009659;-3.0;-3.5
GO:0009127;GO:0035320;-4.5;-5.0
GO:0140434;GO:0042034;-3.5;-5.0
GO:0014073;GO:0033799;-5.5;-5.5
GO:0015909;GO:0034815;-5.0;-6.0
GO:0032866;GO:0046010;-7.0;-7.0
GO:0019272;GO:1900329;-3.5;-5.0
GO:0047079;GO:0010289;-6.0;-6.0
GO:0060058;GO:0015833;-3.5;-5.0
GO:0102823;GO:0030285;-5.0;-5.0
GO:0071056;GO:1901503;-4.0;-4.0
GO:2000257;GO:0007585;-2.0;-2.0
GO:1905599;GO:0018465;-4.5;-4.5
GO:0061533;GO:1990738;-5.0;-5.5
GO:0015655;GO:0018637;-4.5;-4.5
GO:0006934;GO:2000317;-4.5;-6.0
GO:0039602;GO:0000719;-4.0;-6.5
GO:0010036;GO:0052722;-3.5;-3.5
GO:0031440;GO:0050659;-5.0;-6.0
GO:0097726;GO:0036081;-4.5;-4.5
GO:0070117;GO:0070076;-4.0;-4.0
GO:0060669;GO:0071851;-2.5;-3.0
GO:0055057;GO:0042128;-3.0;-3.0
GO:0140251;GO:1902639;-3.5;-4.5
GO:0070370;GO:0045543;-5.0;-5.0
GO:0036467;GO:0060648;-6.0;-6.5
GO:0003322;GO:0061546;-4.5;-5.0
GO:0052611;GO:0045453;-5.0;-5.0
GO:0032771;GO:0032567;-5.5;-5.5
GO:0035259;GO:0071123;-5.5;-5.5
GO:0032132;GO:0034524;-4.5;-5.0
GO:1904517;GO:0031895;-2.0;-2.0
GO:0097468;GO:0005143;-4.5;-4.5
GO:0048213;GO:0042825;-4.0;-5.0
GO:0048789;GO:0050422;-6.0;-7.0
GO:0007174;GO:0097464;-5.0;-5.0
GO:0071228;GO:0097595;-3.0;-3.0
GO:0018097;GO:1904273;-4.0;-4.0
GO:1905493;GO:0080163;-3.0;-3.0
GO:0036155;GO:0000758;-3.5;-3.5
GO:0004954;GO:0103096;-4.5;-4.5
GO:1903640;GO:0008088;-4.5;-5.5
GO:0044874;GO:0031702;-6.0;-6.0
GO:0075217;GO:0010034;-3.5;-4.5
GO:0001640;GO:0071923;-6.0;-6.0
GO:1901059;GO:0071183;-5.0;-5.0
GO:0046129;GO:2000716;-5.0;-7.0
GO:1903183;GO:2000825;-2.5;-2.5
GO:0002760;GO:0075307;-1.5;-1.5
GO:0021845;GO:0045179;-5.0;-5.5
GO:0000336;GO:0075530;-4.0;-5.0
GO:0035563;GO:1990879;-5.0;-5.0
GO:1990545;GO:1902097;-3.0;-5.5
GO:0032525;GO:0050938;-3.5;-4.0
GO:0000804;GO:0048488;-6.0;-6.0
GO:1905531;GO:0061628;-5.5;-5.5
GO:0002178;GO:0070464;-1.0;-2.0
GO:0098993;GO:0018037;-5.5;-6.0
GO:0019045;GO:0071818;-3.5;-3.5
GO:0102820;GO:0034763;-5.0;-5.0
GO:0070702;GO:1902633;-5.0;-5.0
GO:0061756;GO:0032412;-3.5;-4.0
GO:0097513;GO:0016874;-3.5;-4.0
GO:0110097;GO:1902175;-2.5;-3.0
GO:0035172;GO:0140332;-3.0;-3.0
GO:0036307;GO:0018793;-3.5;-4.0
GO:0046866;GO:0051990;-5.0;-6.0
GO:1902309;GO:0000229;-7.0;-7.5
GO:1900708;GO:0000745;-3.0;-4.5
GO:0048084;GO:0045942;-2.0;-2.0
GO:0034134;GO:0097560;-5.5;-5.5
GO:0030704;GO:0016107;-3.0;-3.5
GO:0071404;GO:0032961;-4.0;-5.0
GO:0033812;GO:1904340;-6.5;-6.5
GO:0008790;GO:0007320;-4.0;-4.0
GO:1901407;GO:0140456;-2.0;-5.5
GO:0003968;GO:0050659;-3.0;-3.0
GO:0102245;GO:0046411;-5.0;-5.0
GO:0000462;GO:0060914;-5.0;-6.0
GO:0008228;GO:0099130;-3.0;-3.0
GO:0048794;GO:1905417;-3.5;-3.5
GO:0002875;GO:0110055;-3.5;-4.5
GO:1990134;GO:0042262;-2.5;-3.0
GO:1990569;GO:0060375;-3.5;-5.0
GO:0060298;GO:0061567;-4.5;-5.5
GO:0033048;GO:0070757;-3.0;-3.0
GO:1903292;GO:0072464;-3.0;-4.0
GO:0005666;GO:0060979;-5.5;-6.5
GO:0051118;GO:0106251;-2.0;-2.5
GO:0038129;GO:0042306;-4.0;-4.0
GO:0032019;GO:0071614;-4.5;-4.5
GO:1903392;GO:0039685;-4.0;-5.0
GO:0005093;GO:1901072;-6.0;-6.0
GO:0005610;GO:1990732;-3.0;-3.0
GO:0050931;GO:0070802;-3.0;-4.0
GO:0034701;GO:1903226;-6.0;-6.0
GO:1905946;GO:1905530;-0.5;-0.5
GO:0034999;GO:0061441;-5.0;-5.0
GO:1901141;GO:0099135;-3.5;-3.5
GO:0050782;GO:0048223;-4.5;-4.5
GO:0033876;GO:0031946;-5.5;-5.5
GO:0045958;GO:0021927;-4.0;-5.5
GO:0150165;GO:0030733;-5.5;-7.0
GO:0150051;GO:0016751;-5.0;-6.0
GO:0039562;GO:0033729;-5.5;-5.5
GO:2000869;GO:0039006;-4.5;-5.5
GO:0016533;GO:0009386;-4.5;-7.0
GO:0036075;GO:0050067;-4.0;-4.0
GO:0036383;GO:0036245;-5.0;-5.0
GO:0051567;GO:0031107;-3.0;-3.0
GO:1905053;GO:0006105;-3.5;-4.5
GO:1900548;GO:0006221;-3.0;-3.0
GO:0042254;GO:0009892;-3.0;-3.5
GO:1900008;GO:0032482;-3.0;-3.0
GO:1903683;GO:0045518;-5.0;-5.0
GO:0004117;GO:0070856;-5.5;-6.0
GO:0006382;GO:1900593;-3.0;-3.0
GO:0030496;GO:0052596;-3.5;-3.5
GO:0005639;GO:0050217;-5.0;-5.0
GO:0035795;GO:0042600;-4.0;-4.0
GO:1990558;GO:1990873;-4.0;-4.0
GO:1903002;GO:0050330;-5.5;-5.5
GO:0090619;GO:0007167;-3.5;-3.5
GO:0033269;GO:0042888;-4.5;-4.5
GO:0045818;GO:0051129;-1.0;-1.0
GO:0018059;GO:1904814;-4.0;-6.0
GO:0110097;GO:0036446;-4.0;-5.0
GO:0070425;GO:0050101;-6.0;-6.0
GO:1902990;GO:1905460;-4.5;-6.0
GO:0002144;GO:0070472;-4.5;-5.0
GO:0001951;GO:0090322;-3.5;-5.0
GO:0032124;GO:0004174;-4.0;-5.0
GO:0047220;GO:1901756;-4.5;-4.5
GO:1902064;GO:0052844;-4.5;-4.5
GO:0043024;GO:0052800;-5.5;-5.5
GO:0003118;GO:1900908;-3.0;-3.0
GO:0030860;GO:0050651;-4.0;-5.5
