Methods;Resnik-Pearson;Lin-Pearson;JiangConrath-Pearson;Li2003Strategy9-Pearson;Zhou-Pearson;PirroSeco-Pearson;Meng2012-Pearson;Meng2014-Pearson;Gao2015Strategy3-Pearson;WeightedJiangConrath-Pearson;CosineNormJiangConrath-Pearson;CosineNormWeightedJiangConrath-Pearson
Seco;0.8795307074271063;0.890849085088827;0.8700984530196205;0.8838881739982057;0.8904986700993509;0.8903267155011696;0.9007575490944507;0.8351478314062925;0.8586893538838891;0.8514774351608575;0.8904110652862157;0.8753419593441031
Zhou;0.8401490763200555;0.8458367294119963;0.8350308608300331;0.8894689144204144;0.8712208804794495;0.8555688962407733;0.8823363807332447;0.7474742185121717;0.8586893538838891;0.8197111381549802;0.8708431563436813;0.8541739485691832
Sanchez2011;0.8751341168184117;0.8730743936646272;0.8685479643341983;0.8799467853127022;0.8716219376937131;0.7987613643101731;0.8955375984408277;0.7913705856513216;0.8842815682382366;0.847490658128836;0.8941513728567152;0.8842991361966456
Sanchez2012;0.8825628702355994;0.8915344381741431;0.86669921002666;0.8883097239182938;0.8700705598208602;0.831369464167387;0.9011941182707444;0.8335902452920876;0.8925801404379853;0.8511208066789193;0.885855711469704;0.8731489619458384
Meng;0.8679426184999509;0.887900762439489;0.8674742035830939;0.8812682563045222;0.8803431638338748;0.8884310157750814;0.9029345550782361;0.8101163842369691;0.8586893538838891;0.8495497372182352;0.8892737658310739;0.8737642552233515
Yuan;0.868640963169163;0.8914675205631358;0.859977100055858;0.8768742944610067;0.8782861060263555;0.8874606358362457;0.9067482425240332;0.8069105285245455;0.8586893538838891;0.8436548172177942;0.8813492962045989;0.8674873840021468
